user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SemiBin_20	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	GCF_003550015.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	99.91	0.895	GCF_003550015.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	99.91	0.895	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017388605.1, s__Anaeroplasma sp017388605, 95.0, 84.15, 0.722; GCA_017449215.1, s__Anaeroplasma sp017449215, 95.0, 78.6, 0.266; GCA_002449755.1, s__Anaeroplasma sp002449755, 95.0, 78.54, 0.296; GCA_016280975.1, s__Anaeroplasma sp016280975, 95.0, 78.35, 0.278; GCA_017441525.1, s__Anaeroplasma sp017441525, 95.0, 78.34, 0.315; GCA_017524905.1, s__Anaeroplasma sp017524905, 95.0, 77.98, 0.29; GCA_017542485.1, s__Anaeroplasma sp017542485, 95.0, 77.91, 0.228; GCA_017462645.1, s__Anaeroplasma sp017462645, 95.0, 77.9, 0.246; GCA_900770055.1, s__Anaeroplasma sp900770055, 95.0, 77.8, 0.21; GCA_017444645.1, s__Anaeroplasma sp017444645, 95.0, 77.72, 0.28; GCA_015059145.1, s__Anaeroplasma sp015059145, 95.0, 77.7, 0.223; GCA_016288855.1, s__Anaeroplasma sp016288855, 95.0, 77.68, 0.231; GCA_016282815.1, s__Anaeroplasma sp016282815, 95.0, 77.67, 0.242; GCA_900767915.1, s__Anaeroplasma sp900767915, 95.0, 77.5, 0.207; GCA_017454375.1, s__Anaeroplasma sp017454375, 95.0, 77.38, 0.154; GCA_018715825.1, s__Anaeroplasma faecigallinarum, 95.0, 77.29, 0.139; GCA_902783745.1, s__Anaeroplasma sp902783745, 95.0, 77.29, 0.242; GCA_902796895.1, s__Anaeroplasma sp902796895, 95.0, 77.24, 0.245; GCA_905236965.1, s__Anaeroplasma sp905236965, 95.0, 76.39, 0.238; GCA_905236105.1, s__Anaeroplasma sp905236105, 95.0, 76.13, 0.14	65.41	11	N/A	Genome has more than 22.5% of markers with multiple hits
SemiBin_21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	GCF_000332115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	100.0	1.0	GCF_000332115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	100.0	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002162835.1, s__Nonlabens dokdonensis_B, 95.0, 86.44, 0.775; GCF_000732625.1, s__Nonlabens ulvanivorans, 95.0, 79.41, 0.296; GCF_002934445.1, s__Nonlabens xylanidelens, 95.0, 79.35, 0.553; GCF_002831625.1, s__Nonlabens sp002831625, 95.0, 79.04, 0.472; GCF_012974865.1, s__Nonlabens sp012974865, 95.0, 78.95, 0.479; GCA_000153385.1, s__Nonlabens sp000153385, 95.0, 78.69, 0.271; GCF_000755285.1, s__Nonlabens ulvanivorans_A, 95.0, 78.56, 0.32; GCF_002954765.1, s__Nonlabens arenilitoris, 95.0, 78.53, 0.31; GCA_018401815.1, s__Nonlabens sp018401815, 95.0, 78.29, 0.408; GCF_900101765.1, s__Nonlabens sp900101765, 95.0, 77.75, 0.165; GCF_003966335.1, s__Nonlabens ponticola, 95.0, 77.74, 0.169; GCF_000831385.1, s__Nonlabens marinus, 95.0, 77.67, 0.169; GCF_002994045.1, s__Nonlabens agnitus, 95.0, 77.48, 0.194; GCF_001413925.1, s__Nonlabens sp001413925, 95.0, 77.03, 0.18; GCF_003865345.1, s__Nonlabens xiamenensis, 95.0, 76.75, 0.148; GCF_002954355.1, s__Nonlabens tegetincola, 95.0, 76.7, 0.162; GCF_002117125.1, s__Nonlabens spongiae, 95.0, 76.7, 0.13; GCF_015356755.1, s__Nonlabens antarcticus, 95.0, 76.62, 0.169	60.33	11	N/A	N/A
SemiBin_22	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
SemiBin_23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella sp001425045	GCF_001425045.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella sp001425045	100.0	1.0	GCF_001425045.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella sp001425045	100.0	1.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001425265.1, s__Pseudoduganella sp001425265, 95.0, 93.92, 0.962; GCF_003053665.1, s__Pseudoduganella sp003053665, 95.0, 93.66, 0.923; GCF_009857595.1, s__Pseudoduganella aquatica_A, 95.0, 92.44, 0.981; GCF_900116645.1, s__Pseudoduganella namucuonensis, 95.0, 89.48, 0.962; GCF_014191875.1, s__Pseudoduganella violacea, 95.0, 86.56, 0.846; GCF_009674485.1, s__Pseudoduganella sp009674485, 95.0, 86.3, 0.904; GCF_001191005.1, s__Pseudoduganella sp001191005, 95.0, 86.16, 0.904; GCF_013369485.1, s__Pseudoduganella sp013369485, 95.0, 85.91, 0.846; GCF_003028855.1, s__Pseudoduganella armeniaca, 95.0, 85.39, 0.885; GCF_004421005.1, s__Pseudoduganella plicata, 95.0, 85.36, 0.846; GCF_007830455.1, s__Pseudoduganella lurida, 95.0, 85.18, 0.846; GCF_014192225.1, s__Pseudoduganella umbonata, 95.0, 85.1, 0.865; GCA_008011715.1, s__Pseudoduganella haloabium, 95.0, 85.04, 0.923; GCF_000425385.1, s__Pseudoduganella violaceinigra, 95.0, 84.93, 0.904; GCA_002454505.1, s__Pseudoduganella sp002454505, 95.0, 84.8, 0.885; GCF_009720835.1, s__Pseudoduganella buxea, 95.0, 84.68, 0.885; GCF_004322755.1, s__Pseudoduganella albidiflava, 95.0, 84.63, 0.904; GCF_009857475.1, s__Pseudoduganella guangdongensis, 95.0, 84.57, 0.865; GCF_004217275.1, s__Pseudoduganella sp004217275, 95.0, 84.55, 0.827; GCF_004209755.1, s__Pseudoduganella lutea, 95.0, 84.53, 0.904; GCF_001427305.1, s__Pseudoduganella sp001427305, 95.0, 84.49, 0.885; GCF_007830495.1, s__Pseudoduganella flava, 95.0, 84.47, 0.904; GCF_009727155.1, s__Pseudoduganella dura, 95.0, 84.45, 0.923; GCF_900113115.1, s__Pseudoduganella sp900113115, 95.0, 84.45, 0.846; GCF_001425005.1, s__Pseudoduganella sp001425005, 95.0, 84.32, 0.885; GCF_009720865.1, s__Pseudoduganella ginsengisoli, 95.0, 84.24, 0.942; GCF_009720745.1, s__Pseudoduganella eburnea, 95.0, 84.14, 0.923	24.23	11	N/A	N/A
SemiBin_24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_900129295.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__Flavisolibacter ginsengisoli	84.4	0.779	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002050435.1, s__Flavisolibacter sp002050435, 95.0, 77.03, 0.153; GCA_017745135.1, s__Flavisolibacter sp017745135, 95.0, 76.9, 0.111; GCF_003628535.1, s__Flavisolibacter nicotianae, 95.0, 76.85, 0.074; GCA_013327885.1, s__Flavisolibacter sp013327885, 95.0, 76.81, 0.083; GCA_014163555.1, s__Flavisolibacter sp014163555, 95.0, 76.57, 0.096; GCF_007970805.1, s__Flavisolibacter ginsenosidimutans, 95.0, 76.56, 0.057	98.29	11	0.98734	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SemiBin_25	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__Desulfatibacillum alkenivorans	GCF_900142135.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__Desulfatibacillum alkenivorans	100.0	0.999	GCF_900142135.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__Desulfatibacillum alkenivorans	100.0	0.999	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000429905.1, s__Desulfatibacillum aliphaticivorans, 95.0, 93.05, 0.862; GCA_016342355.1, s__Desulfatibacillum sp016342355, 95.0, 79.46, 0.524	92.45	11	N/A	N/A
SemiBin_29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__Andreprevotia lacus	GCF_900176275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__Andreprevotia lacus	100.0	0.999	GCF_900176275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__Andreprevotia lacus	100.0	0.999	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009848685.1, s__Andreprevotia sp009848685, 95.0, 82.71, 0.615; GCF_000711875.1, s__Andreprevotia chitinilytica, 95.0, 80.41, 0.451	99.32	11	N/A	N/A
SemiBin_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella sp001425045	GCF_001425045.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella sp001425045	100.0	1.0	GCF_001425045.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella sp001425045	100.0	1.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001425265.1, s__Pseudoduganella sp001425265, 95.0, 90.11, 0.936; GCF_003053665.1, s__Pseudoduganella sp003053665, 95.0, 90.01, 0.901; GCF_009857595.1, s__Pseudoduganella aquatica_A, 95.0, 88.87, 0.855; GCF_900116645.1, s__Pseudoduganella namucuonensis, 95.0, 85.26, 0.793; GCF_014191875.1, s__Pseudoduganella violacea, 95.0, 82.09, 0.615; GCF_001191005.1, s__Pseudoduganella sp001191005, 95.0, 81.99, 0.624; GCF_013369485.1, s__Pseudoduganella sp013369485, 95.0, 81.98, 0.615; GCA_008011715.1, s__Pseudoduganella haloabium, 95.0, 81.42, 0.63; GCF_009674485.1, s__Pseudoduganella sp009674485, 95.0, 81.4, 0.701; GCF_009720835.1, s__Pseudoduganella buxea, 95.0, 81.37, 0.606; GCF_003028855.1, s__Pseudoduganella armeniaca, 95.0, 81.36, 0.626; GCF_009857475.1, s__Pseudoduganella guangdongensis, 95.0, 81.32, 0.592; GCF_000425385.1, s__Pseudoduganella violaceinigra, 95.0, 81.21, 0.53; GCF_007830455.1, s__Pseudoduganella lurida, 95.0, 81.09, 0.577; GCF_004217275.1, s__Pseudoduganella sp004217275, 95.0, 81.08, 0.563; GCF_900113115.1, s__Pseudoduganella sp900113115, 95.0, 80.98, 0.556; GCF_009720745.1, s__Pseudoduganella eburnea, 95.0, 80.96, 0.559; GCA_002454505.1, s__Pseudoduganella sp002454505, 95.0, 80.92, 0.585; GCF_001425005.1, s__Pseudoduganella sp001425005, 95.0, 80.9, 0.564; GCF_014192225.1, s__Pseudoduganella umbonata, 95.0, 80.79, 0.613; GCF_009727155.1, s__Pseudoduganella dura, 95.0, 80.77, 0.608; GCF_004322755.1, s__Pseudoduganella albidiflava, 95.0, 80.76, 0.637; GCF_001427305.1, s__Pseudoduganella sp001427305, 95.0, 80.74, 0.57; GCF_004421005.1, s__Pseudoduganella plicata, 95.0, 80.64, 0.558; GCF_004209755.1, s__Pseudoduganella lutea, 95.0, 80.52, 0.575; GCF_007830495.1, s__Pseudoduganella flava, 95.0, 80.44, 0.624; GCF_009720865.1, s__Pseudoduganella ginsengisoli, 95.0, 80.4, 0.552	41.68	11	N/A	N/A
SemiBin_30	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.48	0.867	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.48	0.867	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 92.3, 0.83; GCA_001623405.1, s__Hydrotalea flava, 95.0, 78.35, 0.428	49.03	11	N/A	Genome has more than 13.3% of markers with multiple hits
SemiBin_31	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.8%)
SemiBin_32	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	98.8	0.954	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	98.8	0.954	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000702605.1, s__Exiguobacterium_A acetylicum, 95.0, 90.18, 0.803; GCF_001939065.1, s__Exiguobacterium_A indicum, 95.0, 89.95, 0.792; GCF_001275385.1, s__Exiguobacterium_A sp001275385, 95.0, 88.54, 0.753; GCF_000702625.1, s__Exiguobacterium_A oxidotolerans, 95.0, 80.63, 0.476; GCF_018618755.1, s__Exiguobacterium_A sp018618755, 95.0, 80.62, 0.492; GCF_000620805.1, s__Exiguobacterium_A undae, 95.0, 80.58, 0.48; GCF_000620865.1, s__Exiguobacterium_A sibiricum_A, 95.0, 80.49, 0.476; GCF_000685865.1, s__Exiguobacterium_A antarcticum, 95.0, 80.48, 0.448; GCF_003339585.1, s__Exiguobacterium_A sp003339585, 95.0, 80.46, 0.489; GCA_902363455.1, s__Exiguobacterium_A sp902363455, 95.0, 80.45, 0.455; GCF_000019905.1, s__Exiguobacterium_A sibiricum, 95.0, 80.43, 0.489; GCF_014524545.1, s__Exiguobacterium_A sp004339505, 95.0, 80.36, 0.474; GCF_001870785.1, s__Exiguobacterium_A sp001870785, 95.0, 80.32, 0.49; GCF_003344535.1, s__Exiguobacterium_A flavidum, 95.0, 79.04, 0.259	49.17	11	N/A	Genome has more than 40.8% of markers with multiple hits
SemiBin_33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus denitrificans	GCF_900100045.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus denitrificans	99.15	0.818	GCF_900100045.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus denitrificans	99.15	0.818	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001447385.1, s__Paracoccus sp001447385, 95.0, 92.11, 0.652; GCF_008824185.1, s__Paracoccus pantotrophus, 95.0, 91.42, 0.722; GCF_000518925.1, s__Paracoccus sp000518925, 95.0, 91.15, 0.706; GCF_000763885.1, s__Paracoccus versutus, 95.0, 91.08, 0.656; GCF_016446475.1, s__Paracoccus binzhouensis, 95.0, 89.41, 0.649; GCF_900156255.1, s__Paracoccus thiocyanatus, 95.0, 89.17, 0.764; GCF_016919705.1, s__Paracoccus sp002359815, 95.0, 87.01, 0.699; GCF_900005615.1, s__Paracoccus aminovorans, 95.0, 86.96, 0.639; GCF_001546115.1, s__Paracoccus aminovorans_B, 95.0, 86.92, 0.618; GCF_009301415.1, s__Paracoccus kondratievae, 95.0, 84.61, 0.667; GCF_000622145.1, s__Paracoccus yeei, 96.0533, 84.61, 0.582; GCF_003337565.1, s__Paracoccus lutimaris, 95.0, 84.36, 0.58; GCF_003285265.1, s__Paracoccus mutanolyticus, 96.0533, 84.34, 0.636; GCA_018056045.1, s__Paracoccus sp018056045, 95.0, 84.32, 0.643; GCF_000763905.1, s__Paracoccus halophilus, 95.0, 84.02, 0.589; GCF_009711185.1, s__Paracoccus limosus, 95.0, 83.96, 0.626; GCF_009696685.1, s__Paracoccus sp009696685, 95.0, 83.49, 0.691; GCF_003709565.1, s__Paracoccus siganidrum, 95.0, 83.33, 0.536; GCF_009711265.1, s__Paracoccus sp009711265, 95.0, 83.03, 0.568; GCF_009711205.1, s__Paracoccus litorisediminis, 95.0, 82.63, 0.471; GCF_004522175.1, s__Paracoccus ravus, 95.0, 82.09, 0.498; GCF_018860165.1, s__Paracoccus sp018860165, 95.0, 81.92, 0.519; GCF_900182695.1, s__Paracoccus laeviglucosivorans, 95.0, 81.83, 0.532; GCF_007830335.1, s__Paracoccus sulfuroxidans, 95.0, 81.8, 0.551; GCF_900142875.1, s__Paracoccus solventivorans, 95.0, 81.76, 0.575; GCF_900631945.1, s__Paracoccus haematequi, 95.0, 81.45, 0.525; GCF_002847445.1, s__Paracoccus zhejiangensis, 95.0, 81.38, 0.477; GCF_017356265.1, s__Paracoccus fontiphilus, 95.0, 81.3, 0.516; GCF_000763805.1, s__Paracoccus sphaerophysae, 95.0, 81.29, 0.599; GCF_900108405.1, s__Paracoccus alkenifer, 95.0, 81.27, 0.585; GCF_017315735.1, s__Paracoccus sp017315735, 95.0, 81.26, 0.535; GCF_014642735.1, s__Paracoccus acridae, 95.0, 81.17, 0.49; GCF_900110285.1, s__Paracoccus alcaliphilus, 95.0, 81.11, 0.479; GCF_009708075.1, s__Paracoccus lichenicola, 95.0, 81.11, 0.52; GCF_009711225.1, s__Paracoccus aestuariivivens, 95.0, 81.07, 0.456; GCF_002287065.1, s__Paracoccus salipaludis, 95.0, 81.01, 0.531; GCF_004522155.1, s__Paracoccus luteus, 95.0, 80.98, 0.596; GCF_014656455.1, s__Paracoccus aerius, 95.0, 80.87, 0.458; GCF_019061185.1, s__Paracoccus sp019061185, 95.0, 80.85, 0.535; GCF_003594815.1, s__Paracoccus aestuarii, 95.0, 80.84, 0.53; GCF_003286075.1, s__Paracoccus endophyticus, 95.0, 80.82, 0.587; GCF_005048225.1, s__Paracoccus gahaiensis, 95.0, 80.81, 0.471; GCF_004683865.2, s__Paracoccus liaowanqingii, 95.0, 80.77, 0.389; GCF_900102885.1, s__Paracoccus chinensis, 95.0, 80.75, 0.519; GCF_900106665.1, s__Paracoccus sanguinis, 95.0, 80.64, 0.554; GCF_016617715.1, s__Paracoccus sp014164625, 95.0, 80.62, 0.489; GCF_900188295.1, s__Paracoccus sediminis, 95.0, 80.57, 0.515; GCF_002865605.1, s__Paracoccus jeotgali, 95.0, 80.51, 0.496; GCF_900102505.1, s__Paracoccus tibetensis, 95.0, 80.49, 0.463; GCF_007096355.1, s__Paracoccus sp007096355, 95.0, 80.48, 0.452; GCF_000420145.1, s__Paracoccus zeaxanthinifaciens, 95.0, 80.44, 0.547; GCF_013868135.1, s__Paracoccus sp013868135, 95.0, 80.43, 0.484; GCF_005048265.1, s__Paracoccus hibiscisoli, 95.0, 80.41, 0.487; GCF_003007735.2, s__Paracoccus marinus_A, 95.0, 80.3, 0.418; GCA_002294185.1, s__Paracoccus sp002294185, 95.0, 80.29, 0.507; GCF_002105555.1, s__Paracoccus contaminans, 95.0, 80.28, 0.561; GCF_006151785.1, s__Paracoccus marcusii, 95.0, 80.26, 0.494; GCF_000787695.1, s__Paracoccus sp000787695, 95.0, 80.25, 0.442; GCF_000444995.1, s__Paracoccus aminophilus, 95.0, 80.21, 0.382; GCF_004310345.1, s__Paracoccus subflavus, 95.0, 80.19, 0.528; GCF_007018965.1, s__Paracoccus marinus, 95.0, 80.11, 0.532; GCF_011308835.1, s__Paracoccus xiamenensis, 95.0, 80.03, 0.461; GCF_004923205.2, s__Paracoccus aeridis, 95.0, 79.95, 0.505; GCF_003056335.1, s__Paracoccus indicus, 95.0, 79.95, 0.481; GCF_018860625.1, s__Paracoccus sp018860625, 95.0, 79.93, 0.464; GCF_017744015.1, s__Paracoccus sp002732665, 95.0, 79.93, 0.434; GCA_003255745.1, s__Paracoccus saliphilus_A, 95.0, 79.89, 0.455; GCF_009674885.1, s__Paracoccus sp009674885, 95.0, 79.88, 0.445; GCF_003259195.1, s__Paracoccus sediminilitoris, 95.0, 79.87, 0.456; GCF_900111675.1, s__Paracoccus homiensis, 95.0, 79.85, 0.43; GCF_900101865.1, s__Paracoccus isoporae, 95.0, 79.78, 0.462; GCF_016629665.1, s__Paracoccus caeni, 95.0, 79.77, 0.436; GCF_003697785.1, s__Paracoccus alkanivorans, 95.0, 79.77, 0.384; GCF_004335005.1, s__Paracoccus sp004335005, 95.0, 79.72, 0.424; GCA_016869875.1, s__Paracoccus sp016869875, 95.0, 79.6, 0.372; GCA_005768755.1, s__Paracoccus denitrificans_B, 95.0, 79.51, 0.346; GCA_900156835.1, s__Paracoccus saliphilus, 95.0, 79.41, 0.343; GCF_003324675.1, s__Paracoccus suum, 95.0, 79.25, 0.473; GCF_002847305.1, s__Paracoccus sp002847305, 95.0, 79.07, 0.369; GCF_007993065.1, s__Paracoccus aurantiacus, 95.0, 78.94, 0.357; GCF_900199195.1, s__Paracoccus seriniphilus, 95.0, 78.7, 0.338; GCA_003240735.1, s__Paracoccus denitrificans_A, 95.0, 78.6, 0.406; GCF_014490725.1, s__Paracoccus amoyensis, 95.0, 78.55, 0.358; GCF_003591515.1, s__Paracoccus sp003591515, 95.0, 78.26, 0.31; GCF_003590715.1, s__Paracoccus sp003590715, 95.0, 78.0, 0.291	75.3	11	N/A	N/A
SemiBin_34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	100.0	0.867	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	100.0	0.867	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 94.84, 0.734; GCA_001623405.1, s__Hydrotalea flava, 95.0, 79.17, 0.525	74.05	11	N/A	N/A
SemiBin_35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.77	0.862	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.77	0.862	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 92.68, 0.761; GCA_001623405.1, s__Hydrotalea flava, 95.0, 78.49, 0.457	44.14	11	N/A	Genome has more than 12.5% of markers with multiple hits
SemiBin_36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	98.35	0.837	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	98.35	0.837	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 93.12, 0.801; GCA_001623405.1, s__Hydrotalea flava, 95.0, 78.61, 0.453	46.33	11	N/A	Genome has more than 25.8% of markers with multiple hits
