#CAMI Format for Binning
@Version:0.9.0
@SampleID:_SAMPLEID_
@@SEQUENCEID	BINID	TAXID
RL|S1|C7111	SemiBin_0	264463
RL|S1|C7131	SemiBin_0	264463
RL|S1|C7132	SemiBin_0	264463
RL|S1|C7134	SemiBin_0	264463
RL|S1|C7152	SemiBin_0	264463
RL|S1|C7218	SemiBin_0	264463
RL|S1|C7224	SemiBin_0	264463
RL|S1|C7226	SemiBin_0	264463
RL|S1|C7254	SemiBin_0	264463
RL|S1|C7298	SemiBin_0	264463
RL|S1|C7306	SemiBin_0	264463
RL|S1|C7319	SemiBin_0	264463
RL|S1|C7344	SemiBin_0	264463
RL|S1|C7347	SemiBin_0	264463
RL|S1|C7372	SemiBin_0	264463
RL|S1|C7376	SemiBin_0	264463
RL|S1|C7388	SemiBin_0	264463
RL|S1|C7396	SemiBin_0	264463
RL|S1|C7397	SemiBin_0	264463
RL|S1|C7400	SemiBin_0	264463
RL|S1|C7404	SemiBin_0	264463
RL|S1|C7434	SemiBin_0	264463
RL|S1|C7435	SemiBin_0	264463
RL|S1|C7479	SemiBin_0	264463
RL|S1|C7493	SemiBin_0	264463
RL|S1|C7513	SemiBin_0	264463
RL|S1|C7515	SemiBin_0	264463
RL|S1|C7556	SemiBin_0	264463
RL|S1|C7623	SemiBin_0	264463
RL|S1|C7696	SemiBin_0	264463
RL|S1|C7705	SemiBin_0	264463
RL|S1|C7719	SemiBin_0	264463
RL|S1|C7737	SemiBin_0	264463
RL|S1|C7739	SemiBin_0	264463
RL|S1|C7759	SemiBin_0	264463
RL|S1|C7771	SemiBin_0	264463
RL|S1|C7820	SemiBin_0	264463
RL|S1|C7914	SemiBin_0	264463
RL|S1|C7915	SemiBin_0	264463
RL|S1|C7924	SemiBin_0	264463
RL|S1|C7940	SemiBin_0	264463
RL|S1|C7984	SemiBin_0	264463
RL|S1|C7990	SemiBin_0	264463
RL|S1|C8016	SemiBin_0	264463
RL|S1|C8019	SemiBin_0	264463
RL|S1|C8022	SemiBin_0	264463
RL|S1|C8024	SemiBin_0	264463
RL|S1|C8037	SemiBin_0	264463
RL|S1|C8061	SemiBin_0	264463
RL|S1|C8097	SemiBin_0	264463
RL|S1|C8154	SemiBin_0	264463
RL|S1|C8162	SemiBin_0	264463
RL|S1|C8165	SemiBin_0	264463
RL|S1|C8169	SemiBin_0	264463
RL|S1|C8174	SemiBin_0	264463
RL|S1|C8197	SemiBin_0	264463
RL|S1|C8227	SemiBin_0	264463
RL|S1|C8230	SemiBin_0	264463
RL|S1|C8242	SemiBin_0	264463
RL|S1|C8279	SemiBin_0	264463
RL|S1|C8318	SemiBin_0	264463
RL|S1|C8337	SemiBin_0	264463
RL|S1|C8342	SemiBin_0	264463
RL|S1|C8348	SemiBin_0	264463
RL|S1|C8364	SemiBin_0	264463
RL|S1|C8366	SemiBin_0	264463
RL|S1|C8410	SemiBin_0	264463
RL|S1|C8411	SemiBin_0	264463
RL|S1|C8422	SemiBin_0	264463
RL|S1|C8425	SemiBin_0	264463
RL|S1|C8446	SemiBin_0	264463
RL|S1|C8462	SemiBin_0	264463
RL|S1|C8470	SemiBin_0	264463
RL|S1|C8474	SemiBin_0	264463
RL|S1|C8495	SemiBin_0	264463
RL|S1|C8510	SemiBin_0	264463
RL|S1|C8516	SemiBin_0	264463
RL|S1|C8558	SemiBin_0	264463
RL|S1|C8580	SemiBin_0	264463
RL|S1|C8591	SemiBin_0	264463
RL|S1|C8597	SemiBin_0	264463
RL|S1|C8600	SemiBin_0	264463
RL|S1|C8623	SemiBin_0	264463
RL|S1|C8640	SemiBin_0	264463
RL|S1|C8647	SemiBin_0	264463
RL|S1|C8648	SemiBin_0	264463
RL|S1|C8657	SemiBin_0	264463
RL|S1|C8682	SemiBin_0	264463
RL|S1|C8689	SemiBin_0	264463
RL|S1|C8703	SemiBin_0	264463
RL|S1|C8708	SemiBin_0	264463
RL|S1|C8723	SemiBin_0	264463
RL|S1|C8734	SemiBin_0	264463
RL|S1|C8757	SemiBin_0	264463
RL|S1|C8758	SemiBin_0	264463
RL|S1|C8760	SemiBin_0	264463
RL|S1|C8761	SemiBin_0	264463
RL|S1|C8762	SemiBin_0	264463
RL|S1|C8763	SemiBin_0	264463
RL|S1|C8765	SemiBin_0	264463
RL|S1|C8803	SemiBin_0	264463
RL|S1|C8821	SemiBin_0	264463
RL|S1|C8827	SemiBin_0	264463
RL|S1|C8830	SemiBin_0	264463
RL|S1|C8838	SemiBin_0	264463
RL|S1|C8840	SemiBin_0	264463
RL|S1|C8844	SemiBin_0	264463
RL|S1|C8846	SemiBin_0	264463
RL|S1|C8848	SemiBin_0	264463
RL|S1|C8870	SemiBin_0	264463
RL|S1|C8901	SemiBin_0	264463
RL|S1|C8908	SemiBin_0	264463
RL|S1|C8920	SemiBin_0	264463
RL|S1|C8921	SemiBin_0	264463
RL|S1|C8934	SemiBin_0	264463
RL|S1|C8935	SemiBin_0	264463
RL|S1|C8942	SemiBin_0	264463
RL|S1|C8961	SemiBin_0	264463
RL|S1|C8989	SemiBin_0	264463
RL|S1|C9011	SemiBin_0	264463
RL|S1|C9033	SemiBin_0	264463
RL|S1|C9034	SemiBin_0	264463
RL|S1|C9058	SemiBin_0	264463
RL|S1|C9094	SemiBin_0	264463
RL|S1|C9108	SemiBin_0	264463
RL|S1|C9194	SemiBin_0	264463
RL|S1|C9208	SemiBin_0	264463
RL|S1|C9224	SemiBin_0	264463
RL|S1|C9229	SemiBin_0	264463
RL|S1|C9235	SemiBin_0	264463
RL|S1|C9313	SemiBin_0	264463
RL|S1|C9317	SemiBin_0	264463
RL|S1|C9318	SemiBin_0	264463
RL|S1|C9348	SemiBin_0	264463
RL|S1|C9355	SemiBin_0	264463
RL|S1|C9356	SemiBin_0	264463
RL|S1|C9357	SemiBin_0	264463
RL|S1|C9366	SemiBin_0	264463
RL|S1|C9395	SemiBin_0	264463
RL|S1|C9409	SemiBin_0	264463
RL|S1|C9442	SemiBin_0	264463
RL|S1|C9443	SemiBin_0	264463
RL|S1|C9451	SemiBin_0	264463
RL|S1|C9455	SemiBin_0	264463
RL|S1|C9475	SemiBin_0	264463
RL|S1|C9478	SemiBin_0	264463
RL|S1|C9482	SemiBin_0	264463
RL|S1|C9504	SemiBin_0	264463
RL|S1|C9563	SemiBin_0	264463
RL|S1|C9567	SemiBin_0	264463
RL|S1|C9568	SemiBin_0	264463
RL|S1|C9580	SemiBin_0	264463
RL|S1|C9622	SemiBin_0	264463
RL|S1|C9626	SemiBin_0	264463
RL|S1|C9642	SemiBin_0	264463
RL|S1|C9653	SemiBin_0	264463
RL|S1|C9657	SemiBin_0	264463
RL|S1|C9659	SemiBin_0	264463
RL|S1|C9661	SemiBin_0	264463
RL|S1|C9667	SemiBin_0	264463
RL|S1|C9708	SemiBin_0	264463
RL|S1|C9732	SemiBin_0	264463
RL|S1|C9736	SemiBin_0	264463
RL|S1|C9737	SemiBin_0	264463
RL|S1|C9745	SemiBin_0	264463
RL|S1|C9747	SemiBin_0	264463
RL|S1|C9754	SemiBin_0	264463
RL|S1|C9763	SemiBin_0	264463
RL|S1|C9783	SemiBin_0	264463
RL|S1|C9792	SemiBin_0	264463
RL|S1|C9799	SemiBin_0	264463
RL|S1|C9801	SemiBin_0	264463
RL|S1|C9818	SemiBin_0	264463
RL|S1|C9841	SemiBin_0	264463
RL|S1|C9857	SemiBin_0	264463
RL|S1|C9868	SemiBin_0	264463
RL|S1|C9877	SemiBin_0	264463
RL|S1|C9882	SemiBin_0	264463
RL|S1|C9892	SemiBin_0	264463
RL|S1|C9897	SemiBin_0	264463
RL|S1|C9905	SemiBin_0	264463
RL|S1|C9924	SemiBin_0	264463
RL|S1|C9925	SemiBin_0	264463
RL|S1|C9973	SemiBin_0	264463
RL|S1|C9979	SemiBin_0	264463
RL|S1|C9991	SemiBin_0	264463
RL|S1|C10002	SemiBin_0	264463
RL|S1|C10011	SemiBin_0	264463
RL|S1|C10041	SemiBin_0	264463
RL|S1|C10109	SemiBin_0	264463
RL|S1|C10170	SemiBin_0	264463
RL|S1|C10187	SemiBin_0	264463
