#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID	TAXID
RL|S1|C85	CONCOCT_12	149698
RL|S1|C90	CONCOCT_12	149698
RL|S1|C92	CONCOCT_12	149698
RL|S1|C104	CONCOCT_12	149698
RL|S1|C105	CONCOCT_12	149698
RL|S1|C108	CONCOCT_12	149698
RL|S1|C139	CONCOCT_12	149698
RL|S1|C178	CONCOCT_12	149698
RL|S1|C198	CONCOCT_12	149698
RL|S1|C201	CONCOCT_12	149698
RL|S1|C202	CONCOCT_12	149698
RL|S1|C214	CONCOCT_12	149698
RL|S1|C221	CONCOCT_12	149698
RL|S1|C231	CONCOCT_12	149698
RL|S1|C237	CONCOCT_12	149698
RL|S1|C244	CONCOCT_12	149698
RL|S1|C247	CONCOCT_12	149698
RL|S1|C283	CONCOCT_12	149698
RL|S1|C287	CONCOCT_12	149698
RL|S1|C291	CONCOCT_12	149698
RL|S1|C292	CONCOCT_12	149698
RL|S1|C293	CONCOCT_12	149698
RL|S1|C295	CONCOCT_12	149698
RL|S1|C300	CONCOCT_12	149698
RL|S1|C316	CONCOCT_12	149698
RL|S1|C318	CONCOCT_12	149698
RL|S1|C332	CONCOCT_12	149698
RL|S1|C334	CONCOCT_12	149698
RL|S1|C384	CONCOCT_12	149698
RL|S1|C410	CONCOCT_12	149698
RL|S1|C415	CONCOCT_12	149698
RL|S1|C427	CONCOCT_12	149698
RL|S1|C439	CONCOCT_12	149698
RL|S1|C443	CONCOCT_12	149698
RL|S1|C444	CONCOCT_12	149698
RL|S1|C445	CONCOCT_12	149698
RL|S1|C446	CONCOCT_12	149698
RL|S1|C447	CONCOCT_12	149698
RL|S1|C456	CONCOCT_12	149698
RL|S1|C462	CONCOCT_12	149698
RL|S1|C463	CONCOCT_12	149698
RL|S1|C466	CONCOCT_12	149698
RL|S1|C493	CONCOCT_12	149698
RL|S1|C507	CONCOCT_12	149698
RL|S1|C511	CONCOCT_12	149698
RL|S1|C519	CONCOCT_12	149698
RL|S1|C529	CONCOCT_12	149698
RL|S1|C547	CONCOCT_12	149698
RL|S1|C549	CONCOCT_12	149698
RL|S1|C550	CONCOCT_12	149698
RL|S1|C565	CONCOCT_12	149698
RL|S1|C572	CONCOCT_12	149698
RL|S1|C594	CONCOCT_12	149698
RL|S1|C596	CONCOCT_12	149698
RL|S1|C602	CONCOCT_12	149698
RL|S1|C604	CONCOCT_12	149698
RL|S1|C605	CONCOCT_12	149698
RL|S1|C612	CONCOCT_12	149698
RL|S1|C626	CONCOCT_12	149698
RL|S1|C629	CONCOCT_12	149698
RL|S1|C633	CONCOCT_12	149698
RL|S1|C636	CONCOCT_12	149698
RL|S1|C661	CONCOCT_12	149698
RL|S1|C675	CONCOCT_12	149698
RL|S1|C681	CONCOCT_12	149698
RL|S1|C689	CONCOCT_12	149698
RL|S1|C690	CONCOCT_12	149698
RL|S1|C735	CONCOCT_12	149698
RL|S1|C739	CONCOCT_12	149698
RL|S1|C743	CONCOCT_12	149698
RL|S1|C747	CONCOCT_12	149698
RL|S1|C763	CONCOCT_12	149698
RL|S1|C772	CONCOCT_12	149698
RL|S1|C783	CONCOCT_12	149698
RL|S1|C785	CONCOCT_12	149698
RL|S1|C790	CONCOCT_12	149698
RL|S1|C793	CONCOCT_12	149698
RL|S1|C794	CONCOCT_12	149698
RL|S1|C799	CONCOCT_12	149698
RL|S1|C807	CONCOCT_12	149698
RL|S1|C813	CONCOCT_12	149698
RL|S1|C816	CONCOCT_12	149698
RL|S1|C849	CONCOCT_12	149698
RL|S1|C850	CONCOCT_12	149698
RL|S1|C854	CONCOCT_12	149698
RL|S1|C873	CONCOCT_12	149698
RL|S1|C877	CONCOCT_12	149698
RL|S1|C884	CONCOCT_12	149698
RL|S1|C885	CONCOCT_12	149698
RL|S1|C888	CONCOCT_12	149698
RL|S1|C890	CONCOCT_12	149698
RL|S1|C897	CONCOCT_12	149698
RL|S1|C900	CONCOCT_12	149698
RL|S1|C901	CONCOCT_12	149698
RL|S1|C912	CONCOCT_12	149698
RL|S1|C931	CONCOCT_12	149698
RL|S1|C944	CONCOCT_12	149698
RL|S1|C950	CONCOCT_12	149698
RL|S1|C964	CONCOCT_12	149698
RL|S1|C970	CONCOCT_12	149698
RL|S1|C977	CONCOCT_12	149698
RL|S1|C982	CONCOCT_12	149698
RL|S1|C986	CONCOCT_12	149698
RL|S1|C1000	CONCOCT_12	149698
RL|S1|C1006	CONCOCT_12	149698
RL|S1|C1013	CONCOCT_12	149698
RL|S1|C1022	CONCOCT_12	149698
RL|S1|C1026	CONCOCT_12	149698
RL|S1|C1044	CONCOCT_12	149698
RL|S1|C1045	CONCOCT_12	149698
RL|S1|C1048	CONCOCT_12	149698
RL|S1|C1051	CONCOCT_12	149698
RL|S1|C1053	CONCOCT_12	149698
RL|S1|C1054	CONCOCT_12	149698
RL|S1|C1058	CONCOCT_12	149698
RL|S1|C1062	CONCOCT_12	149698
RL|S1|C1064	CONCOCT_12	149698
RL|S1|C1070	CONCOCT_12	149698
RL|S1|C1075	CONCOCT_12	149698
RL|S1|C1088	CONCOCT_12	149698
RL|S1|C1091	CONCOCT_12	149698
RL|S1|C1107	CONCOCT_12	149698
RL|S1|C1109	CONCOCT_12	149698
RL|S1|C1123	CONCOCT_12	149698
RL|S1|C1160	CONCOCT_12	149698
RL|S1|C1169	CONCOCT_12	149698
RL|S1|C1183	CONCOCT_12	149698
RL|S1|C1187	CONCOCT_12	149698
RL|S1|C1193	CONCOCT_12	149698
RL|S1|C1220	CONCOCT_12	149698
RL|S1|C1223	CONCOCT_12	149698
RL|S1|C1231	CONCOCT_12	149698
RL|S1|C1232	CONCOCT_12	149698
RL|S1|C1245	CONCOCT_12	149698
RL|S1|C1263	CONCOCT_12	149698
RL|S1|C1282	CONCOCT_12	149698
RL|S1|C1300	CONCOCT_12	149698
RL|S1|C1329	CONCOCT_12	149698
RL|S1|C1337	CONCOCT_12	149698
RL|S1|C1354	CONCOCT_12	149698
RL|S1|C1378	CONCOCT_12	149698
RL|S1|C1381	CONCOCT_12	149698
RL|S1|C1390	CONCOCT_12	149698
RL|S1|C1408	CONCOCT_12	149698
RL|S1|C1415	CONCOCT_12	149698
RL|S1|C1420	CONCOCT_12	149698
RL|S1|C1462	CONCOCT_12	149698
RL|S1|C1466	CONCOCT_12	149698
RL|S1|C1470	CONCOCT_12	149698
RL|S1|C1472	CONCOCT_12	149698
RL|S1|C1480	CONCOCT_12	149698
RL|S1|C1481	CONCOCT_12	149698
RL|S1|C1485	CONCOCT_12	149698
RL|S1|C1497	CONCOCT_12	149698
RL|S1|C1500	CONCOCT_12	149698
RL|S1|C1502	CONCOCT_12	149698
RL|S1|C1562	CONCOCT_12	149698
RL|S1|C1565	CONCOCT_12	149698
RL|S1|C1570	CONCOCT_12	149698
RL|S1|C1579	CONCOCT_12	149698
RL|S1|C1588	CONCOCT_12	149698
RL|S1|C1593	CONCOCT_12	149698
RL|S1|C1604	CONCOCT_12	149698
RL|S1|C1608	CONCOCT_12	149698
RL|S1|C1621	CONCOCT_12	149698
RL|S1|C1629	CONCOCT_12	149698
RL|S1|C1631	CONCOCT_12	149698
RL|S1|C1632	CONCOCT_12	149698
RL|S1|C1633	CONCOCT_12	149698
RL|S1|C1635	CONCOCT_12	149698
RL|S1|C1638	CONCOCT_12	149698
RL|S1|C1647	CONCOCT_12	149698
RL|S1|C1657	CONCOCT_12	149698
RL|S1|C1661	CONCOCT_12	149698
RL|S1|C1675	CONCOCT_12	149698
RL|S1|C1695	CONCOCT_12	149698
RL|S1|C1701	CONCOCT_12	149698
RL|S1|C1703	CONCOCT_12	149698
RL|S1|C1704	CONCOCT_12	149698
RL|S1|C1710	CONCOCT_12	149698
RL|S1|C1730	CONCOCT_12	149698
RL|S1|C1738	CONCOCT_12	149698
RL|S1|C1788	CONCOCT_12	149698
RL|S1|C1807	CONCOCT_12	149698
RL|S1|C1808	CONCOCT_12	149698
RL|S1|C1814	CONCOCT_12	149698
RL|S1|C1820	CONCOCT_12	149698
RL|S1|C1840	CONCOCT_12	149698
RL|S1|C1847	CONCOCT_12	149698
RL|S1|C1867	CONCOCT_12	149698
RL|S1|C1873	CONCOCT_12	149698
RL|S1|C1877	CONCOCT_12	149698
RL|S1|C1878	CONCOCT_12	149698
RL|S1|C1886	CONCOCT_12	149698
RL|S1|C1895	CONCOCT_12	149698
RL|S1|C1917	CONCOCT_12	149698
RL|S1|C1924	CONCOCT_12	149698
RL|S1|C1937	CONCOCT_12	149698
RL|S1|C1950	CONCOCT_12	149698
RL|S1|C1954	CONCOCT_12	149698
RL|S1|C1968	CONCOCT_12	149698
RL|S1|C1976	CONCOCT_12	149698
RL|S1|C1980	CONCOCT_12	149698
RL|S1|C1983	CONCOCT_12	149698
RL|S1|C2000	CONCOCT_12	149698
RL|S1|C2005	CONCOCT_12	149698
RL|S1|C2017	CONCOCT_12	149698
RL|S1|C2026	CONCOCT_12	149698
RL|S1|C2027	CONCOCT_12	149698
RL|S1|C2028	CONCOCT_12	149698
RL|S1|C2033	CONCOCT_12	149698
RL|S1|C2045	CONCOCT_12	149698
RL|S1|C2065	CONCOCT_12	149698
RL|S1|C2068	CONCOCT_12	149698
RL|S1|C2077	CONCOCT_12	149698
RL|S1|C2080	CONCOCT_12	149698
RL|S1|C2106	CONCOCT_12	149698
RL|S1|C2108	CONCOCT_12	149698
RL|S1|C2110	CONCOCT_12	149698
RL|S1|C2121	CONCOCT_12	149698
RL|S1|C2132	CONCOCT_12	149698
RL|S1|C2137	CONCOCT_12	149698
RL|S1|C2154	CONCOCT_12	149698
RL|S1|C2176	CONCOCT_12	149698
RL|S1|C2201	CONCOCT_12	149698
RL|S1|C2203	CONCOCT_12	149698
RL|S1|C2219	CONCOCT_12	149698
RL|S1|C2243	CONCOCT_12	149698
RL|S1|C2260	CONCOCT_12	149698
RL|S1|C2261	CONCOCT_12	149698
RL|S1|C2289	CONCOCT_12	149698
RL|S1|C2299	CONCOCT_12	149698
RL|S1|C2302	CONCOCT_12	149698
RL|S1|C2303	CONCOCT_12	149698
RL|S1|C2309	CONCOCT_12	149698
RL|S1|C2326	CONCOCT_12	149698
RL|S1|C2342	CONCOCT_12	149698
RL|S1|C2365	CONCOCT_12	149698
RL|S1|C2387	CONCOCT_12	149698
RL|S1|C2396	CONCOCT_12	149698
RL|S1|C2404	CONCOCT_12	149698
RL|S1|C2411	CONCOCT_12	149698
RL|S1|C2440	CONCOCT_12	149698
RL|S1|C2454	CONCOCT_12	149698
RL|S1|C2486	CONCOCT_12	149698
RL|S1|C2504	CONCOCT_12	149698
RL|S1|C2516	CONCOCT_12	149698
RL|S1|C2517	CONCOCT_12	149698
RL|S1|C2545	CONCOCT_12	149698
RL|S1|C2548	CONCOCT_12	149698
RL|S1|C2551	CONCOCT_12	149698
RL|S1|C2558	CONCOCT_12	149698
RL|S1|C2569	CONCOCT_12	149698
RL|S1|C2581	CONCOCT_12	149698
RL|S1|C2583	CONCOCT_12	149698
RL|S1|C2584	CONCOCT_12	149698
RL|S1|C2588	CONCOCT_12	149698
RL|S1|C2616	CONCOCT_12	149698
RL|S1|C2626	CONCOCT_12	149698
RL|S1|C2634	CONCOCT_12	149698
RL|S1|C2640	CONCOCT_12	149698
RL|S1|C2642	CONCOCT_12	149698
RL|S1|C2675	CONCOCT_12	149698
RL|S1|C2679	CONCOCT_12	149698
RL|S1|C2689	CONCOCT_12	149698
RL|S1|C2692	CONCOCT_12	149698
RL|S1|C2699	CONCOCT_12	149698
RL|S1|C2707	CONCOCT_12	149698
RL|S1|C2720	CONCOCT_12	149698
RL|S1|C2725	CONCOCT_12	149698
RL|S1|C2732	CONCOCT_12	149698
RL|S1|C2734	CONCOCT_12	149698
RL|S1|C2747	CONCOCT_12	149698
RL|S1|C2760	CONCOCT_12	149698
RL|S1|C2773	CONCOCT_12	149698
RL|S1|C2777	CONCOCT_12	149698
RL|S1|C2790	CONCOCT_12	149698
RL|S1|C2799	CONCOCT_12	149698
RL|S1|C2807	CONCOCT_12	149698
RL|S1|C2851	CONCOCT_12	149698
RL|S1|C2871	CONCOCT_12	149698
RL|S1|C2873	CONCOCT_12	149698
RL|S1|C2903	CONCOCT_12	149698
RL|S1|C2911	CONCOCT_12	149698
RL|S1|C2923	CONCOCT_12	149698
RL|S1|C2933	CONCOCT_12	149698
RL|S1|C2936	CONCOCT_12	149698
RL|S1|C2948	CONCOCT_12	149698
RL|S1|C2965	CONCOCT_12	149698
RL|S1|C2975	CONCOCT_12	149698
RL|S1|C2981	CONCOCT_12	149698
RL|S1|C2991	CONCOCT_12	149698
RL|S1|C2999	CONCOCT_12	149698
RL|S1|C3004	CONCOCT_12	149698
RL|S1|C3007	CONCOCT_12	149698
RL|S1|C3021	CONCOCT_12	149698
RL|S1|C3026	CONCOCT_12	149698
RL|S1|C3061	CONCOCT_12	149698
RL|S1|C3072	CONCOCT_12	149698
RL|S1|C3074	CONCOCT_12	149698
RL|S1|C3079	CONCOCT_12	149698
RL|S1|C3085	CONCOCT_12	149698
RL|S1|C3093	CONCOCT_12	149698
RL|S1|C3098	CONCOCT_12	149698
RL|S1|C3112	CONCOCT_12	149698
RL|S1|C3116	CONCOCT_12	149698
RL|S1|C3121	CONCOCT_12	149698
RL|S1|C3155	CONCOCT_12	149698
RL|S1|C3166	CONCOCT_12	149698
RL|S1|C3172	CONCOCT_12	149698
RL|S1|C3200	CONCOCT_12	149698
RL|S1|C3211	CONCOCT_12	149698
RL|S1|C3224	CONCOCT_12	149698
RL|S1|C3237	CONCOCT_12	149698
RL|S1|C3260	CONCOCT_12	149698
RL|S1|C3267	CONCOCT_12	149698
RL|S1|C3293	CONCOCT_12	149698
RL|S1|C3308	CONCOCT_12	149698
RL|S1|C3317	CONCOCT_12	149698
RL|S1|C3330	CONCOCT_12	149698
RL|S1|C3344	CONCOCT_12	149698
RL|S1|C3347	CONCOCT_12	149698
RL|S1|C3356	CONCOCT_12	149698
RL|S1|C3366	CONCOCT_12	149698
RL|S1|C3396	CONCOCT_12	149698
RL|S1|C3399	CONCOCT_12	149698
RL|S1|C3407	CONCOCT_12	149698
RL|S1|C3412	CONCOCT_12	149698
RL|S1|C3414	CONCOCT_12	149698
RL|S1|C3424	CONCOCT_12	149698
RL|S1|C3427	CONCOCT_12	149698
RL|S1|C3437	CONCOCT_12	149698
RL|S1|C3446	CONCOCT_12	149698
RL|S1|C3479	CONCOCT_12	149698
RL|S1|C3483	CONCOCT_12	149698
RL|S1|C3502	CONCOCT_12	149698
RL|S1|C3510	CONCOCT_12	149698
RL|S1|C3514	CONCOCT_12	149698
RL|S1|C3542	CONCOCT_12	149698
RL|S1|C3547	CONCOCT_12	149698
RL|S1|C3575	CONCOCT_12	149698
RL|S1|C3611	CONCOCT_12	149698
RL|S1|C3614	CONCOCT_12	149698
RL|S1|C3666	CONCOCT_12	149698
RL|S1|C3667	CONCOCT_12	149698
RL|S1|C3673	CONCOCT_12	149698
RL|S1|C3675	CONCOCT_12	149698
RL|S1|C3676	CONCOCT_12	149698
RL|S1|C3692	CONCOCT_12	149698
RL|S1|C3707	CONCOCT_12	149698
RL|S1|C3720	CONCOCT_12	149698
RL|S1|C3733	CONCOCT_12	149698
RL|S1|C3744	CONCOCT_12	149698
RL|S1|C3747	CONCOCT_12	149698
RL|S1|C3757	CONCOCT_12	149698
RL|S1|C3800	CONCOCT_12	149698
RL|S1|C3804	CONCOCT_12	149698
RL|S1|C3843	CONCOCT_12	149698
RL|S1|C3845	CONCOCT_12	149698
RL|S1|C3846	CONCOCT_12	149698
RL|S1|C3856	CONCOCT_12	149698
RL|S1|C3859	CONCOCT_12	149698
RL|S1|C3882	CONCOCT_12	149698
RL|S1|C3935	CONCOCT_12	149698
RL|S1|C3937	CONCOCT_12	149698
RL|S1|C3946	CONCOCT_12	149698
RL|S1|C3959	CONCOCT_12	149698
RL|S1|C3963	CONCOCT_12	149698
RL|S1|C3970	CONCOCT_12	149698
RL|S1|C3975	CONCOCT_12	149698
RL|S1|C3976	CONCOCT_12	149698
RL|S1|C3982	CONCOCT_12	149698
RL|S1|C3994	CONCOCT_12	149698
RL|S1|C3997	CONCOCT_12	149698
RL|S1|C4027	CONCOCT_12	149698
RL|S1|C4042	CONCOCT_12	149698
RL|S1|C4045	CONCOCT_12	149698
RL|S1|C4082	CONCOCT_12	149698
RL|S1|C4091	CONCOCT_12	149698
RL|S1|C4106	CONCOCT_12	149698
RL|S1|C4107	CONCOCT_12	149698
RL|S1|C4112	CONCOCT_12	149698
RL|S1|C4116	CONCOCT_12	149698
RL|S1|C4127	CONCOCT_12	149698
RL|S1|C4131	CONCOCT_12	149698
RL|S1|C4142	CONCOCT_12	149698
RL|S1|C4150	CONCOCT_12	149698
RL|S1|C4161	CONCOCT_12	149698
RL|S1|C4197	CONCOCT_12	149698
RL|S1|C4213	CONCOCT_12	149698
RL|S1|C4214	CONCOCT_12	149698
RL|S1|C4225	CONCOCT_12	149698
RL|S1|C4236	CONCOCT_12	149698
RL|S1|C4244	CONCOCT_12	149698
RL|S1|C4269	CONCOCT_12	149698
RL|S1|C4281	CONCOCT_12	149698
RL|S1|C4282	CONCOCT_12	149698
RL|S1|C4298	CONCOCT_12	149698
RL|S1|C4299	CONCOCT_12	149698
RL|S1|C4327	CONCOCT_12	149698
RL|S1|C4348	CONCOCT_12	149698
RL|S1|C4352	CONCOCT_12	149698
RL|S1|C4363	CONCOCT_12	149698
RL|S1|C4367	CONCOCT_12	149698
RL|S1|C4375	CONCOCT_12	149698
RL|S1|C4379	CONCOCT_12	149698
RL|S1|C4380	CONCOCT_12	149698
RL|S1|C4382	CONCOCT_12	149698
RL|S1|C4398	CONCOCT_12	149698
RL|S1|C4426	CONCOCT_12	149698
RL|S1|C4436	CONCOCT_12	149698
RL|S1|C4440	CONCOCT_12	149698
RL|S1|C4458	CONCOCT_12	149698
RL|S1|C4471	CONCOCT_12	149698
RL|S1|C4473	CONCOCT_12	149698
RL|S1|C4489	CONCOCT_12	149698
RL|S1|C4496	CONCOCT_12	149698
RL|S1|C4516	CONCOCT_12	149698
RL|S1|C4519	CONCOCT_12	149698
RL|S1|C4525	CONCOCT_12	149698
RL|S1|C4544	CONCOCT_12	149698
RL|S1|C4548	CONCOCT_12	149698
RL|S1|C4565	CONCOCT_12	149698
RL|S1|C4570	CONCOCT_12	149698
RL|S1|C4583	CONCOCT_12	149698
RL|S1|C4604	CONCOCT_12	149698
RL|S1|C4610	CONCOCT_12	149698
RL|S1|C4614	CONCOCT_12	149698
RL|S1|C4625	CONCOCT_12	149698
RL|S1|C4629	CONCOCT_12	149698
RL|S1|C4638	CONCOCT_12	149698
RL|S1|C4646	CONCOCT_12	149698
RL|S1|C4655	CONCOCT_12	149698
RL|S1|C4659	CONCOCT_12	149698
RL|S1|C4667	CONCOCT_12	149698
RL|S1|C4694	CONCOCT_12	149698
RL|S1|C4696	CONCOCT_12	149698
RL|S1|C4705	CONCOCT_12	149698
RL|S1|C4741	CONCOCT_12	149698
RL|S1|C4745	CONCOCT_12	149698
RL|S1|C4750	CONCOCT_12	149698
RL|S1|C4751	CONCOCT_12	149698
RL|S1|C4762	CONCOCT_12	149698
RL|S1|C4767	CONCOCT_12	149698
RL|S1|C4776	CONCOCT_12	149698
RL|S1|C4780	CONCOCT_12	149698
RL|S1|C4781	CONCOCT_12	149698
RL|S1|C4794	CONCOCT_12	149698
RL|S1|C4796	CONCOCT_12	149698
RL|S1|C4801	CONCOCT_12	149698
RL|S1|C4814	CONCOCT_12	149698
RL|S1|C4818	CONCOCT_12	149698
RL|S1|C4820	CONCOCT_12	149698
RL|S1|C4824	CONCOCT_12	149698
RL|S1|C4836	CONCOCT_12	149698
RL|S1|C4844	CONCOCT_12	149698
RL|S1|C4886	CONCOCT_12	149698
RL|S1|C4888	CONCOCT_12	149698
RL|S1|C4916	CONCOCT_12	149698
RL|S1|C4932	CONCOCT_12	149698
RL|S1|C4937	CONCOCT_12	149698
RL|S1|C4959	CONCOCT_12	149698
RL|S1|C4984	CONCOCT_12	149698
RL|S1|C4985	CONCOCT_12	149698
RL|S1|C5001	CONCOCT_12	149698
RL|S1|C5006	CONCOCT_12	149698
RL|S1|C5009	CONCOCT_12	149698
RL|S1|C5028	CONCOCT_12	149698
RL|S1|C5036	CONCOCT_12	149698
RL|S1|C5062	CONCOCT_12	149698
RL|S1|C5070	CONCOCT_12	149698
RL|S1|C5074	CONCOCT_12	149698
RL|S1|C5112	CONCOCT_12	149698
RL|S1|C5125	CONCOCT_12	149698
RL|S1|C5137	CONCOCT_12	149698
RL|S1|C5161	CONCOCT_12	149698
RL|S1|C5167	CONCOCT_12	149698
RL|S1|C5184	CONCOCT_12	149698
RL|S1|C5210	CONCOCT_12	149698
RL|S1|C5224	CONCOCT_12	149698
RL|S1|C5238	CONCOCT_12	149698
RL|S1|C5261	CONCOCT_12	149698
RL|S1|C5280	CONCOCT_12	149698
RL|S1|C5282	CONCOCT_12	149698
RL|S1|C5283	CONCOCT_12	149698
RL|S1|C5292	CONCOCT_12	149698
RL|S1|C5296	CONCOCT_12	149698
RL|S1|C5319	CONCOCT_12	149698
RL|S1|C5324	CONCOCT_12	149698
RL|S1|C5330	CONCOCT_12	149698
RL|S1|C5338	CONCOCT_12	149698
RL|S1|C5345	CONCOCT_12	149698
RL|S1|C5350	CONCOCT_12	149698
RL|S1|C5352	CONCOCT_12	149698
RL|S1|C5362	CONCOCT_12	149698
RL|S1|C5378	CONCOCT_12	149698
RL|S1|C5382	CONCOCT_12	149698
RL|S1|C5384	CONCOCT_12	149698
RL|S1|C5387	CONCOCT_12	149698
RL|S1|C5402	CONCOCT_12	149698
RL|S1|C5404	CONCOCT_12	149698
RL|S1|C5411	CONCOCT_12	149698
RL|S1|C5412	CONCOCT_12	149698
RL|S1|C5418	CONCOCT_12	149698
RL|S1|C5429	CONCOCT_12	149698
RL|S1|C5446	CONCOCT_12	149698
RL|S1|C5462	CONCOCT_12	149698
RL|S1|C5476	CONCOCT_12	149698
RL|S1|C5477	CONCOCT_12	149698
RL|S1|C5489	CONCOCT_12	149698
RL|S1|C5491	CONCOCT_12	149698
RL|S1|C5496	CONCOCT_12	149698
RL|S1|C5500	CONCOCT_12	149698
RL|S1|C5509	CONCOCT_12	149698
RL|S1|C5513	CONCOCT_12	149698
RL|S1|C5520	CONCOCT_12	149698
RL|S1|C5528	CONCOCT_12	149698
RL|S1|C5530	CONCOCT_12	149698
RL|S1|C5531	CONCOCT_12	149698
RL|S1|C5543	CONCOCT_12	149698
RL|S1|C5545	CONCOCT_12	149698
RL|S1|C5560	CONCOCT_12	149698
RL|S1|C5593	CONCOCT_12	149698
RL|S1|C5597	CONCOCT_12	149698
RL|S1|C5599	CONCOCT_12	149698
RL|S1|C5603	CONCOCT_12	149698
RL|S1|C5610	CONCOCT_12	149698
RL|S1|C5628	CONCOCT_12	149698
RL|S1|C5629	CONCOCT_12	149698
RL|S1|C5636	CONCOCT_12	149698
RL|S1|C5637	CONCOCT_12	149698
RL|S1|C5657	CONCOCT_12	149698
RL|S1|C5672	CONCOCT_12	149698
RL|S1|C5683	CONCOCT_12	149698
RL|S1|C5694	CONCOCT_12	149698
RL|S1|C5698	CONCOCT_12	149698
RL|S1|C5722	CONCOCT_12	149698
RL|S1|C5727	CONCOCT_12	149698
RL|S1|C5746	CONCOCT_12	149698
RL|S1|C5758	CONCOCT_12	149698
RL|S1|C5775	CONCOCT_12	149698
RL|S1|C5776	CONCOCT_12	149698
RL|S1|C5807	CONCOCT_12	149698
RL|S1|C5816	CONCOCT_12	149698
RL|S1|C5819	CONCOCT_12	149698
RL|S1|C5827	CONCOCT_12	149698
RL|S1|C5836	CONCOCT_12	149698
RL|S1|C5846	CONCOCT_12	149698
RL|S1|C5857	CONCOCT_12	149698
RL|S1|C5867	CONCOCT_12	149698
RL|S1|C5890	CONCOCT_12	149698
RL|S1|C5906	CONCOCT_12	149698
RL|S1|C5913	CONCOCT_12	149698
RL|S1|C5918	CONCOCT_12	149698
RL|S1|C5923	CONCOCT_12	149698
RL|S1|C5934	CONCOCT_12	149698
RL|S1|C5943	CONCOCT_12	149698
RL|S1|C5979	CONCOCT_12	149698
RL|S1|C5987	CONCOCT_12	149698
RL|S1|C6009	CONCOCT_12	149698
RL|S1|C6015	CONCOCT_12	149698
RL|S1|C6020	CONCOCT_12	149698
RL|S1|C6032	CONCOCT_12	149698
RL|S1|C6039	CONCOCT_12	149698
RL|S1|C6068	CONCOCT_12	149698
