user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MetaBAT2_37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	99.13	0.933	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	99.13	0.933	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 93.75, 0.894; GCA_001623405.1, s__Hydrotalea flava, 95.0, 78.83, 0.519	68.78	11	N/A	Genome has more than 15.0% of markers with multiple hits
SemiBin_SemiBin_0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis	GCF_900142955.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis	100.0	0.995	GCF_900142955.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis	100.0	0.995	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018372435.1, s__Anaerosporobacter sp018372435, 95.0, 94.52, 0.847; GCF_012070565.1, s__Anaerosporobacter sp012070565, 95.0, 79.2, 0.322	71.84	11	N/A	Genome has more than 10.0% of markers with multiple hits
SemiBin_SemiBin_1	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__Proteinivoracales;f__Proteinivoraceae;g__Anaerobranca;s__Anaerobranca californiensis	GCF_900142275.1	95.0	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__Proteinivoracales;f__Proteinivoraceae;g__Anaerobranca;s__Anaerobranca californiensis	100.0	1.0	GCF_900142275.1	95.0	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__Proteinivoracales;f__Proteinivoraceae;g__Anaerobranca;s__Anaerobranca californiensis	100.0	1.0	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__Proteinivoracales;f__Proteinivoraceae;g__Anaerobranca;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900111575.1, s__Anaerobranca gottschalkii, 95.0, 86.07, 0.82	92.43	11	N/A	N/A
SemiBin_SemiBin_10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum denitrificans	GCF_002973535.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum denitrificans	100.0	0.999	GCF_002973535.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum denitrificans	100.0	0.999	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002440625.1, s__Albidovulum sp002440625, 95.0, 81.69, 0.632; GCA_002280515.1, s__Albidovulum sp002280515, 95.0, 81.5, 0.625; GCA_011620265.1, s__Albidovulum sp011620265, 95.0, 81.18, 0.606; GCA_008933605.1, s__Albidovulum sp008933605, 95.0, 80.68, 0.575; GCA_002841115.1, s__Albidovulum sp002841115, 95.0, 80.54, 0.569; GCF_900302475.1, s__Albidovulum aquaemixtae, 95.0, 79.36, 0.444; GCF_002927635.1, s__Albidovulum inexpectatum, 95.0, 79.09, 0.487	98.19	11	N/A	N/A
SemiBin_SemiBin_14	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	99.0	0.952	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	99.0	0.952	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000702605.1, s__Exiguobacterium_A acetylicum, 95.0, 90.2, 0.805; GCF_001939065.1, s__Exiguobacterium_A indicum, 95.0, 90.13, 0.791; GCF_001275385.1, s__Exiguobacterium_A sp001275385, 95.0, 88.52, 0.773; GCF_000620865.1, s__Exiguobacterium_A sibiricum_A, 95.0, 80.67, 0.472; GCA_902363455.1, s__Exiguobacterium_A sp902363455, 95.0, 80.58, 0.455; GCF_000702625.1, s__Exiguobacterium_A oxidotolerans, 95.0, 80.55, 0.5; GCF_000685865.1, s__Exiguobacterium_A antarcticum, 95.0, 80.54, 0.466; GCF_003339585.1, s__Exiguobacterium_A sp003339585, 95.0, 80.54, 0.495; GCF_018618755.1, s__Exiguobacterium_A sp018618755, 95.0, 80.53, 0.494; GCF_000019905.1, s__Exiguobacterium_A sibiricum, 95.0, 80.47, 0.515; GCF_000620805.1, s__Exiguobacterium_A undae, 95.0, 80.47, 0.47; GCF_014524545.1, s__Exiguobacterium_A sp004339505, 95.0, 80.33, 0.479; GCF_001870785.1, s__Exiguobacterium_A sp001870785, 95.0, 80.29, 0.488; GCF_003344535.1, s__Exiguobacterium_A flavidum, 95.0, 79.31, 0.255	68.94	11	N/A	Genome has more than 15.0% of markers with multiple hits
SemiBin_SemiBin_16	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	100.0	1.0	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	100.0	1.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000702605.1, s__Exiguobacterium_A acetylicum, 95.0, 91.54, 0.952; GCF_001939065.1, s__Exiguobacterium_A indicum, 95.0, 91.26, 0.895; GCF_001275385.1, s__Exiguobacterium_A sp001275385, 95.0, 89.98, 0.899; GCA_902363455.1, s__Exiguobacterium_A sp902363455, 95.0, 81.64, 0.597; GCF_000620865.1, s__Exiguobacterium_A sibiricum_A, 95.0, 81.57, 0.633; GCF_014524545.1, s__Exiguobacterium_A sp004339505, 95.0, 81.55, 0.657; GCF_018618755.1, s__Exiguobacterium_A sp018618755, 95.0, 81.52, 0.642; GCF_003339585.1, s__Exiguobacterium_A sp003339585, 95.0, 81.49, 0.634; GCF_000019905.1, s__Exiguobacterium_A sibiricum, 95.0, 81.47, 0.634; GCF_000702625.1, s__Exiguobacterium_A oxidotolerans, 95.0, 81.47, 0.647; GCF_000620805.1, s__Exiguobacterium_A undae, 95.0, 81.35, 0.644; GCF_001870785.1, s__Exiguobacterium_A sp001870785, 95.0, 81.25, 0.617; GCF_000685865.1, s__Exiguobacterium_A antarcticum, 95.0, 81.25, 0.625; GCF_003344535.1, s__Exiguobacterium_A flavidum, 95.0, 79.67, 0.343	85.7	11	N/A	N/A
SemiBin_SemiBin_17	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	98.92	0.951	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	98.92	0.951	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000702605.1, s__Exiguobacterium_A acetylicum, 95.0, 89.99, 0.808; GCF_001939065.1, s__Exiguobacterium_A indicum, 95.0, 89.97, 0.791; GCF_001275385.1, s__Exiguobacterium_A sp001275385, 95.0, 88.33, 0.767; GCF_018618755.1, s__Exiguobacterium_A sp018618755, 95.0, 80.48, 0.475; GCF_000620865.1, s__Exiguobacterium_A sibiricum_A, 95.0, 80.46, 0.463; GCA_902363455.1, s__Exiguobacterium_A sp902363455, 95.0, 80.45, 0.448; GCF_000702625.1, s__Exiguobacterium_A oxidotolerans, 95.0, 80.45, 0.479; GCF_000620805.1, s__Exiguobacterium_A undae, 95.0, 80.39, 0.45; GCF_000019905.1, s__Exiguobacterium_A sibiricum, 95.0, 80.34, 0.472; GCF_014524545.1, s__Exiguobacterium_A sp004339505, 95.0, 80.31, 0.45; GCF_000685865.1, s__Exiguobacterium_A antarcticum, 95.0, 80.31, 0.449; GCF_003339585.1, s__Exiguobacterium_A sp003339585, 95.0, 80.3, 0.471; GCF_001870785.1, s__Exiguobacterium_A sp001870785, 95.0, 80.24, 0.458; GCF_003344535.1, s__Exiguobacterium_A flavidum, 95.0, 79.1, 0.254	71.84	11	N/A	Genome has more than 13.3% of markers with multiple hits
SemiBin_SemiBin_18	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	GCF_003550015.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	98.99	0.919	GCF_003550015.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	98.99	0.919	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017388605.1, s__Anaeroplasma sp017388605, 95.0, 83.7, 0.722; GCA_017449215.1, s__Anaeroplasma sp017449215, 95.0, 78.26, 0.268; GCA_017441525.1, s__Anaeroplasma sp017441525, 95.0, 78.17, 0.276; GCA_017524905.1, s__Anaeroplasma sp017524905, 95.0, 77.95, 0.238; GCA_002449755.1, s__Anaeroplasma sp002449755, 95.0, 77.9, 0.268; GCA_016280975.1, s__Anaeroplasma sp016280975, 95.0, 77.81, 0.257; GCA_017462645.1, s__Anaeroplasma sp017462645, 95.0, 77.8, 0.236; GCA_017542485.1, s__Anaeroplasma sp017542485, 95.0, 77.55, 0.195; GCA_017444645.1, s__Anaeroplasma sp017444645, 95.0, 77.47, 0.262; GCA_900770055.1, s__Anaeroplasma sp900770055, 95.0, 77.41, 0.184; GCA_902783745.1, s__Anaeroplasma sp902783745, 95.0, 77.4, 0.217; GCA_016288855.1, s__Anaeroplasma sp016288855, 95.0, 77.38, 0.218; GCA_016282815.1, s__Anaeroplasma sp016282815, 95.0, 77.33, 0.221; GCA_015059145.1, s__Anaeroplasma sp015059145, 95.0, 77.32, 0.197; GCA_017454375.1, s__Anaeroplasma sp017454375, 95.0, 77.22, 0.13; GCA_900767915.1, s__Anaeroplasma sp900767915, 95.0, 77.2, 0.183; GCA_018715825.1, s__Anaeroplasma faecigallinarum, 95.0, 76.96, 0.111; GCA_902796895.1, s__Anaeroplasma sp902796895, 95.0, 76.93, 0.242; GCA_905236965.1, s__Anaeroplasma sp905236965, 95.0, 76.16, 0.185; GCA_905236105.1, s__Anaeroplasma sp905236105, 95.0, 76.08, 0.131	50.77	11	N/A	Genome has more than 15.8% of markers with multiple hits
SemiBin_SemiBin_20	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	GCF_003550015.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	99.91	0.895	GCF_003550015.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum	99.91	0.895	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017388605.1, s__Anaeroplasma sp017388605, 95.0, 84.15, 0.722; GCA_017449215.1, s__Anaeroplasma sp017449215, 95.0, 78.6, 0.266; GCA_002449755.1, s__Anaeroplasma sp002449755, 95.0, 78.54, 0.296; GCA_016280975.1, s__Anaeroplasma sp016280975, 95.0, 78.35, 0.278; GCA_017441525.1, s__Anaeroplasma sp017441525, 95.0, 78.34, 0.315; GCA_017524905.1, s__Anaeroplasma sp017524905, 95.0, 77.98, 0.29; GCA_017542485.1, s__Anaeroplasma sp017542485, 95.0, 77.91, 0.228; GCA_017462645.1, s__Anaeroplasma sp017462645, 95.0, 77.9, 0.246; GCA_900770055.1, s__Anaeroplasma sp900770055, 95.0, 77.8, 0.21; GCA_017444645.1, s__Anaeroplasma sp017444645, 95.0, 77.72, 0.28; GCA_015059145.1, s__Anaeroplasma sp015059145, 95.0, 77.7, 0.223; GCA_016288855.1, s__Anaeroplasma sp016288855, 95.0, 77.68, 0.231; GCA_016282815.1, s__Anaeroplasma sp016282815, 95.0, 77.67, 0.242; GCA_900767915.1, s__Anaeroplasma sp900767915, 95.0, 77.5, 0.207; GCA_017454375.1, s__Anaeroplasma sp017454375, 95.0, 77.38, 0.154; GCA_018715825.1, s__Anaeroplasma faecigallinarum, 95.0, 77.29, 0.139; GCA_902783745.1, s__Anaeroplasma sp902783745, 95.0, 77.29, 0.242; GCA_902796895.1, s__Anaeroplasma sp902796895, 95.0, 77.24, 0.245; GCA_905236965.1, s__Anaeroplasma sp905236965, 95.0, 76.39, 0.238; GCA_905236105.1, s__Anaeroplasma sp905236105, 95.0, 76.13, 0.14	65.41	11	N/A	Genome has more than 22.5% of markers with multiple hits
SemiBin_SemiBin_21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	GCF_000332115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	100.0	1.0	GCF_000332115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	100.0	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002162835.1, s__Nonlabens dokdonensis_B, 95.0, 86.44, 0.775; GCF_000732625.1, s__Nonlabens ulvanivorans, 95.0, 79.41, 0.296; GCF_002934445.1, s__Nonlabens xylanidelens, 95.0, 79.35, 0.553; GCF_002831625.1, s__Nonlabens sp002831625, 95.0, 79.04, 0.472; GCF_012974865.1, s__Nonlabens sp012974865, 95.0, 78.95, 0.479; GCA_000153385.1, s__Nonlabens sp000153385, 95.0, 78.69, 0.271; GCF_000755285.1, s__Nonlabens ulvanivorans_A, 95.0, 78.56, 0.32; GCF_002954765.1, s__Nonlabens arenilitoris, 95.0, 78.53, 0.31; GCA_018401815.1, s__Nonlabens sp018401815, 95.0, 78.29, 0.408; GCF_900101765.1, s__Nonlabens sp900101765, 95.0, 77.75, 0.165; GCF_003966335.1, s__Nonlabens ponticola, 95.0, 77.74, 0.169; GCF_000831385.1, s__Nonlabens marinus, 95.0, 77.67, 0.169; GCF_002994045.1, s__Nonlabens agnitus, 95.0, 77.48, 0.194; GCF_001413925.1, s__Nonlabens sp001413925, 95.0, 77.03, 0.18; GCF_003865345.1, s__Nonlabens xiamenensis, 95.0, 76.75, 0.148; GCF_002954355.1, s__Nonlabens tegetincola, 95.0, 76.7, 0.162; GCF_002117125.1, s__Nonlabens spongiae, 95.0, 76.7, 0.13; GCF_015356755.1, s__Nonlabens antarcticus, 95.0, 76.62, 0.169	60.33	11	N/A	N/A
SemiBin_SemiBin_24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_900129295.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__Flavisolibacter ginsengisoli	84.4	0.779	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002050435.1, s__Flavisolibacter sp002050435, 95.0, 77.03, 0.153; GCA_017745135.1, s__Flavisolibacter sp017745135, 95.0, 76.9, 0.111; GCF_003628535.1, s__Flavisolibacter nicotianae, 95.0, 76.85, 0.074; GCA_013327885.1, s__Flavisolibacter sp013327885, 95.0, 76.81, 0.083; GCA_014163555.1, s__Flavisolibacter sp014163555, 95.0, 76.57, 0.096; GCF_007970805.1, s__Flavisolibacter ginsenosidimutans, 95.0, 76.56, 0.057	98.29	11	0.98734	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SemiBin_SemiBin_25	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__Desulfatibacillum alkenivorans	GCF_900142135.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__Desulfatibacillum alkenivorans	100.0	0.999	GCF_900142135.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__Desulfatibacillum alkenivorans	100.0	0.999	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__Desulfatibacillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000429905.1, s__Desulfatibacillum aliphaticivorans, 95.0, 93.05, 0.862; GCA_016342355.1, s__Desulfatibacillum sp016342355, 95.0, 79.46, 0.524	92.45	11	N/A	N/A
SemiBin_SemiBin_29_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__Andreprevotia lacus	GCF_900176275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__Andreprevotia lacus	100.0	0.999	GCF_900176275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__Andreprevotia lacus	100.0	0.999	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009848685.1, s__Andreprevotia sp009848685, 95.0, 82.71, 0.615; GCF_000711875.1, s__Andreprevotia chitinilytica, 95.0, 80.41, 0.451	99.32	11	N/A	N/A
SemiBin_SemiBin_30	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.48	0.867	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.48	0.867	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 92.3, 0.83; GCA_001623405.1, s__Hydrotalea flava, 95.0, 78.35, 0.428	49.03	11	N/A	Genome has more than 13.3% of markers with multiple hits
SemiBin_SemiBin_32_sub	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	98.66	0.953	GCF_001423965.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp001423965	98.66	0.953	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000702605.1, s__Exiguobacterium_A acetylicum, 95.0, 89.97, 0.827; GCF_001939065.1, s__Exiguobacterium_A indicum, 95.0, 89.79, 0.795; GCF_001275385.1, s__Exiguobacterium_A sp001275385, 95.0, 88.32, 0.778; GCF_018618755.1, s__Exiguobacterium_A sp018618755, 95.0, 80.5, 0.481; GCF_000702625.1, s__Exiguobacterium_A oxidotolerans, 95.0, 80.47, 0.469; GCF_000620865.1, s__Exiguobacterium_A sibiricum_A, 95.0, 80.45, 0.467; GCF_000620805.1, s__Exiguobacterium_A undae, 95.0, 80.4, 0.466; GCA_902363455.1, s__Exiguobacterium_A sp902363455, 95.0, 80.39, 0.449; GCF_000685865.1, s__Exiguobacterium_A antarcticum, 95.0, 80.33, 0.451; GCF_000019905.1, s__Exiguobacterium_A sibiricum, 95.0, 80.31, 0.484; GCF_003339585.1, s__Exiguobacterium_A sp003339585, 95.0, 80.29, 0.477; GCF_014524545.1, s__Exiguobacterium_A sp004339505, 95.0, 80.22, 0.469; GCF_001870785.1, s__Exiguobacterium_A sp001870785, 95.0, 80.18, 0.481; GCF_003344535.1, s__Exiguobacterium_A flavidum, 95.0, 79.0, 0.248	73.13	11	N/A	Genome has more than 13.3% of markers with multiple hits
SemiBin_SemiBin_34_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	100.0	0.867	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	100.0	0.867	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 94.85, 0.733; GCA_001623405.1, s__Hydrotalea flava, 95.0, 79.17, 0.526	74.27	11	N/A	N/A
SemiBin_SemiBin_35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.77	0.862	GCF_003254115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	97.77	0.862	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011362875.1, s__Hydrotalea flava_A, 95.0, 92.68, 0.761; GCA_001623405.1, s__Hydrotalea flava, 95.0, 78.49, 0.457	44.14	11	N/A	Genome has more than 12.5% of markers with multiple hits
