#CAMI Format for Binning
@Version:0.9.0
@SampleID:_SAMPLEID_
@@SEQUENCEID	BINID	TAXID
RL|S1|C653	11	191027
RL|S1|C718	11	191027
RL|S1|C721	11	191027
RL|S1|C745	11	191027
RL|S1|C770	11	191027
RL|S1|C778	11	191027
RL|S1|C835	11	191027
RL|S1|C851	11	191027
RL|S1|C865	11	191027
RL|S1|C882	11	191027
RL|S1|C906	11	191027
RL|S1|C939	11	191027
RL|S1|C1023	11	191027
RL|S1|C1046	11	191027
RL|S1|C1130	11	191027
RL|S1|C1143	11	191027
RL|S1|C1163	11	191027
RL|S1|C1170	11	191027
RL|S1|C1177	11	191027
RL|S1|C1257	11	191027
RL|S1|C1284	11	191027
RL|S1|C1306	11	191027
RL|S1|C1330	11	191027
RL|S1|C1335	11	191027
RL|S1|C1344	11	191027
RL|S1|C1352	11	191027
RL|S1|C1371	11	191027
RL|S1|C1382	11	191027
RL|S1|C1400	11	191027
RL|S1|C1430	11	191027
RL|S1|C1441	11	191027
RL|S1|C1459	11	191027
RL|S1|C1527	11	191027
RL|S1|C1550	11	191027
RL|S1|C1556	11	191027
RL|S1|C1590	11	191027
RL|S1|C1646	11	191027
RL|S1|C1650	11	191027
RL|S1|C1698	11	191027
RL|S1|C1699	11	191027
RL|S1|C1741	11	191027
RL|S1|C1769	11	191027
RL|S1|C1796	11	191027
RL|S1|C1798	11	191027
RL|S1|C1842	11	191027
RL|S1|C1871	11	191027
RL|S1|C1889	11	191027
RL|S1|C1900	11	191027
RL|S1|C1909	11	191027
RL|S1|C1943	11	191027
RL|S1|C1955	11	191027
RL|S1|C1956	11	191027
RL|S1|C1975	11	191027
RL|S1|C1989	11	191027
RL|S1|C1990	11	191027
RL|S1|C2041	11	191027
RL|S1|C2051	11	191027
RL|S1|C2064	11	191027
RL|S1|C2096	11	191027
RL|S1|C2127	11	191027
RL|S1|C2128	11	191027
RL|S1|C2133	11	191027
RL|S1|C2223	11	191027
RL|S1|C2241	11	191027
RL|S1|C2263	11	191027
RL|S1|C2300	11	191027
RL|S1|C2360	11	191027
RL|S1|C2381	11	191027
RL|S1|C2409	11	191027
RL|S1|C2433	11	191027
RL|S1|C2441	11	191027
RL|S1|C2460	11	191027
RL|S1|C2476	11	191027
RL|S1|C2494	11	191027
RL|S1|C2495	11	191027
RL|S1|C2507	11	191027
RL|S1|C2546	11	191027
RL|S1|C2568	11	191027
RL|S1|C2570	11	191027
RL|S1|C2587	11	191027
RL|S1|C2592	11	191027
RL|S1|C2654	11	191027
RL|S1|C2655	11	191027
RL|S1|C2661	11	191027
RL|S1|C2663	11	191027
RL|S1|C2693	11	191027
RL|S1|C2710	11	191027
RL|S1|C2766	11	191027
RL|S1|C2769	11	191027
RL|S1|C2783	11	191027
RL|S1|C2788	11	191027
RL|S1|C2800	11	191027
RL|S1|C2836	11	191027
RL|S1|C2869	11	191027
RL|S1|C2938	11	191027
RL|S1|C2939	11	191027
RL|S1|C2945	11	191027
RL|S1|C2982	11	191027
RL|S1|C2988	11	191027
RL|S1|C3001	11	191027
RL|S1|C3040	11	191027
RL|S1|C3071	11	191027
RL|S1|C3109	11	191027
RL|S1|C3115	11	191027
RL|S1|C3117	11	191027
RL|S1|C3137	11	191027
RL|S1|C3209	11	191027
RL|S1|C3223	11	191027
RL|S1|C3255	11	191027
RL|S1|C3269	11	191027
RL|S1|C3274	11	191027
RL|S1|C3283	11	191027
RL|S1|C3284	11	191027
RL|S1|C3302	11	191027
RL|S1|C3331	11	191027
RL|S1|C3341	11	191027
RL|S1|C3364	11	191027
RL|S1|C3377	11	191027
RL|S1|C3385	11	191027
RL|S1|C3398	11	191027
RL|S1|C3449	11	191027
RL|S1|C3454	11	191027
RL|S1|C3456	11	191027
RL|S1|C3480	11	191027
RL|S1|C3524	11	191027
RL|S1|C3536	11	191027
RL|S1|C3555	11	191027
RL|S1|C3559	11	191027
RL|S1|C3579	11	191027
RL|S1|C3625	11	191027
RL|S1|C3657	11	191027
RL|S1|C3688	11	191027
RL|S1|C3695	11	191027
RL|S1|C3697	11	191027
RL|S1|C3752	11	191027
RL|S1|C3769	11	191027
RL|S1|C3777	11	191027
RL|S1|C3783	11	191027
RL|S1|C3792	11	191027
RL|S1|C3858	11	191027
RL|S1|C3875	11	191027
RL|S1|C3939	11	191027
RL|S1|C3956	11	191027
RL|S1|C4006	11	191027
RL|S1|C4084	11	191027
RL|S1|C4109	11	191027
RL|S1|C4156	11	191027
RL|S1|C4186	11	191027
RL|S1|C4221	11	191027
RL|S1|C4237	11	191027
RL|S1|C4243	11	191027
RL|S1|C4272	11	191027
RL|S1|C4306	11	191027
RL|S1|C4381	11	191027
RL|S1|C4400	11	191027
RL|S1|C4410	11	191027
RL|S1|C4412	11	191027
RL|S1|C4462	11	191027
RL|S1|C4522	11	191027
RL|S1|C4551	11	191027
RL|S1|C4561	11	191027
RL|S1|C4609	11	191027
RL|S1|C4635	11	191027
RL|S1|C4636	11	191027
RL|S1|C4660	11	191027
RL|S1|C4688	11	191027
RL|S1|C4693	11	191027
RL|S1|C4803	11	191027
RL|S1|C4831	11	191027
RL|S1|C4847	11	191027
RL|S1|C4877	11	191027
RL|S1|C4902	11	191027
RL|S1|C4903	11	191027
RL|S1|C4920	11	191027
RL|S1|C4949	11	191027
RL|S1|C4993	11	191027
RL|S1|C4994	11	191027
RL|S1|C5002	11	191027
RL|S1|C5086	11	191027
RL|S1|C5138	11	191027
RL|S1|C5152	11	191027
RL|S1|C5156	11	191027
RL|S1|C5171	11	191027
RL|S1|C5209	11	191027
RL|S1|C5235	11	191027
RL|S1|C5290	11	191027
RL|S1|C5370	11	191027
RL|S1|C5377	11	191027
RL|S1|C5426	11	191027
RL|S1|C5427	11	191027
RL|S1|C5428	11	191027
RL|S1|C5503	11	191027
RL|S1|C5522	11	191027
RL|S1|C5578	11	191027
RL|S1|C5581	11	191027
RL|S1|C5586	11	191027
RL|S1|C5613	11	191027
RL|S1|C5704	11	191027
RL|S1|C5740	11	191027
RL|S1|C5749	11	191027
RL|S1|C5800	11	191027
RL|S1|C5830	11	191027
RL|S1|C5873	11	191027
RL|S1|C5887	11	191027
RL|S1|C5892	11	191027
RL|S1|C5903	11	191027
RL|S1|C5905	11	191027
RL|S1|C5928	11	191027
RL|S1|C5984	11	191027
RL|S1|C5988	11	191027
RL|S1|C5994	11	191027
RL|S1|C6002	11	191027
RL|S1|C6006	11	191027
RL|S1|C6014	11	191027
RL|S1|C6082	11	191027
RL|S1|C6084	11	191027
RL|S1|C6166	11	191027
RL|S1|C6189	11	191027
RL|S1|C6217	11	191027
RL|S1|C6258	11	191027
RL|S1|C6266	11	191027
RL|S1|C6268	11	191027
RL|S1|C6272	11	191027
RL|S1|C6275	11	191027
RL|S1|C6293	11	191027
RL|S1|C6302	11	191027
RL|S1|C6334	11	191027
RL|S1|C6376	11	191027
RL|S1|C6384	11	191027
RL|S1|C6432	11	191027
RL|S1|C6436	11	191027
RL|S1|C6444	11	191027
RL|S1|C6464	11	191027
RL|S1|C6474	11	191027
RL|S1|C6554	11	191027
RL|S1|C6572	11	191027
RL|S1|C6600	11	191027
RL|S1|C6610	11	191027
RL|S1|C6625	11	191027
RL|S1|C6641	11	191027
RL|S1|C6686	11	191027
RL|S1|C6734	11	191027
RL|S1|C6801	11	191027
RL|S1|C6817	11	191027
RL|S1|C6819	11	191027
RL|S1|C6857	11	191027
RL|S1|C6870	11	191027
RL|S1|C6876	11	191027
RL|S1|C6936	11	191027
RL|S1|C6945	11	191027
RL|S1|C6952	11	191027
RL|S1|C6990	11	191027
RL|S1|C6992	11	191027
RL|S1|C7038	11	191027
RL|S1|C7048	11	191027
RL|S1|C7067	11	191027
RL|S1|C7109	11	191027
RL|S1|C7196	11	191027
RL|S1|C7246	11	191027
RL|S1|C7254	11	191027
RL|S1|C7284	11	191027
RL|S1|C7305	11	191027
RL|S1|C7343	11	191027
RL|S1|C7353	11	191027
RL|S1|C7372	11	191027
RL|S1|C7391	11	191027
RL|S1|C7456	11	191027
RL|S1|C7535	11	191027
RL|S1|C7537	11	191027
RL|S1|C7555	11	191027
RL|S1|C7593	11	191027
RL|S1|C7594	11	191027
RL|S1|C7604	11	191027
RL|S1|C7623	11	191027
RL|S1|C7659	11	191027
RL|S1|C7662	11	191027
RL|S1|C7740	11	191027
RL|S1|C7773	11	191027
RL|S1|C7780	11	191027
RL|S1|C7782	11	191027
RL|S1|C7786	11	191027
RL|S1|C7796	11	191027
RL|S1|C7812	11	191027
RL|S1|C7815	11	191027
RL|S1|C7818	11	191027
RL|S1|C7834	11	191027
RL|S1|C7836	11	191027
RL|S1|C7848	11	191027
RL|S1|C7855	11	191027
RL|S1|C7867	11	191027
RL|S1|C7877	11	191027
RL|S1|C7892	11	191027
RL|S1|C7898	11	191027
RL|S1|C7915	11	191027
RL|S1|C7938	11	191027
RL|S1|C7940	11	191027
RL|S1|C7946	11	191027
RL|S1|C7971	11	191027
RL|S1|C8024	11	191027
RL|S1|C8041	11	191027
RL|S1|C8045	11	191027
RL|S1|C8047	11	191027
RL|S1|C8050	11	191027
RL|S1|C8074	11	191027
RL|S1|C8139	11	191027
RL|S1|C8169	11	191027
RL|S1|C8174	11	191027
RL|S1|C8217	11	191027
RL|S1|C8227	11	191027
RL|S1|C8270	11	191027
RL|S1|C8304	11	191027
RL|S1|C8364	11	191027
RL|S1|C8393	11	191027
RL|S1|C8404	11	191027
RL|S1|C8413	11	191027
RL|S1|C8417	11	191027
RL|S1|C8482	11	191027
RL|S1|C8495	11	191027
RL|S1|C8510	11	191027
RL|S1|C8524	11	191027
RL|S1|C8647	11	191027
RL|S1|C8666	11	191027
RL|S1|C8691	11	191027
RL|S1|C8740	11	191027
RL|S1|C8761	11	191027
RL|S1|C8803	11	191027
RL|S1|C8811	11	191027
RL|S1|C8818	11	191027
RL|S1|C8827	11	191027
RL|S1|C8845	11	191027
RL|S1|C8880	11	191027
RL|S1|C8901	11	191027
RL|S1|C8907	11	191027
RL|S1|C8949	11	191027
RL|S1|C8989	11	191027
RL|S1|C9021	11	191027
RL|S1|C9055	11	191027
RL|S1|C9106	11	191027
RL|S1|C9107	11	191027
RL|S1|C9134	11	191027
RL|S1|C9217	11	191027
RL|S1|C9253	11	191027
RL|S1|C9276	11	191027
RL|S1|C9337	11	191027
RL|S1|C9345	11	191027
RL|S1|C9409	11	191027
RL|S1|C9427	11	191027
RL|S1|C9457	11	191027
RL|S1|C9505	11	191027
RL|S1|C9517	11	191027
RL|S1|C9557	11	191027
RL|S1|C9558	11	191027
RL|S1|C9559	11	191027
RL|S1|C9586	11	191027
RL|S1|C9639	11	191027
RL|S1|C9700	11	191027
RL|S1|C9765	11	191027
RL|S1|C9839	11	191027
RL|S1|C9897	11	191027
RL|S1|C9905	11	191027
RL|S1|C9909	11	191027
RL|S1|C9924	11	191027
RL|S1|C9958	11	191027
RL|S1|C9965	11	191027
RL|S1|C10015	11	191027
RL|S1|C10056	11	191027
RL|S1|C10059	11	191027
RL|S1|C10091	11	191027
RL|S1|C10109	11	191027
RL|S1|C10170	11	191027
RL|S1|C10184	11	191027
RL|S1|C10209	11	191027
RL|S1|C10223	11	191027
RL|S1|C10251	11	191027
RL|S1|C10273	11	191027
RL|S1|C10322	11	191027
RL|S1|C10360	11	191027
RL|S1|C10388	11	191027
RL|S1|C10390	11	191027
RL|S1|C10399	11	191027
RL|S1|C10415	11	191027
RL|S1|C10432	11	191027
RL|S1|C10521	11	191027
RL|S1|C10586	11	191027
RL|S1|C10625	11	191027
RL|S1|C10665	11	191027
RL|S1|C10668	11	191027
RL|S1|C10677	11	191027
RL|S1|C10680	11	191027
RL|S1|C10722	11	191027
RL|S1|C10725	11	191027
RL|S1|C10729	11	191027
RL|S1|C10730	11	191027
RL|S1|C10766	11	191027
RL|S1|C10768	11	191027
RL|S1|C10795	11	191027
RL|S1|C10828	11	191027
RL|S1|C10838	11	191027
RL|S1|C10840	11	191027
RL|S1|C10853	11	191027
RL|S1|C10919	11	191027
RL|S1|C10938	11	191027
RL|S1|C10982	11	191027
RL|S1|C10988	11	191027
RL|S1|C11059	11	191027
RL|S1|C11062	11	191027
RL|S1|C11086	11	191027
RL|S1|C11130	11	191027
RL|S1|C11138	11	191027
RL|S1|C11146	11	191027
RL|S1|C11153	11	191027
RL|S1|C11162	11	191027
RL|S1|C11167	11	191027
RL|S1|C11170	11	191027
RL|S1|C11190	11	191027
RL|S1|C11215	11	191027
RL|S1|C11219	11	191027
RL|S1|C11240	11	191027
RL|S1|C11256	11	191027
RL|S1|C11257	11	191027
RL|S1|C11337	11	191027
RL|S1|C11429	11	191027
RL|S1|C11446	11	191027
RL|S1|C11472	11	191027
RL|S1|C11479	11	191027
RL|S1|C11523	11	191027
RL|S1|C11524	11	191027
RL|S1|C11574	11	191027
RL|S1|C11616	11	191027
RL|S1|C11635	11	191027
RL|S1|C11672	11	191027
RL|S1|C11686	11	191027
RL|S1|C11738	11	191027
RL|S1|C11751	11	191027
RL|S1|C11753	11	191027
RL|S1|C11779	11	191027
RL|S1|C11800	11	191027
RL|S1|C11890	11	191027
RL|S1|C11935	11	191027
RL|S1|C12044	11	191027
RL|S1|C12134	11	191027
RL|S1|C12207	11	191027
RL|S1|C12235	11	191027
RL|S1|C12259	11	191027
RL|S1|C12275	11	191027
RL|S1|C12297	11	191027
RL|S1|C12307	11	191027
RL|S1|C12329	11	191027
RL|S1|C12344	11	191027
RL|S1|C12356	11	191027
RL|S1|C12401	11	191027
RL|S1|C12429	11	191027
RL|S1|C12435	11	191027
RL|S1|C12456	11	191027
RL|S1|C12462	11	191027
RL|S1|C12463	11	191027
RL|S1|C12474	11	191027
RL|S1|C12485	11	191027
RL|S1|C12501	11	191027
RL|S1|C12545	11	191027
RL|S1|C12583	11	191027
RL|S1|C12641	11	191027
RL|S1|C12665	11	191027
RL|S1|C12667	11	191027
RL|S1|C12677	11	191027
RL|S1|C12714	11	191027
RL|S1|C12738	11	191027
RL|S1|C12744	11	191027
RL|S1|C12748	11	191027
RL|S1|C12751	11	191027
RL|S1|C12777	11	191027
RL|S1|C12799	11	191027
RL|S1|C12800	11	191027
RL|S1|C12900	11	191027
RL|S1|C12926	11	191027
RL|S1|C12948	11	191027
RL|S1|C12962	11	191027
RL|S1|C13037	11	191027
RL|S1|C13072	11	191027
RL|S1|C13155	11	191027
RL|S1|C13156	11	191027
RL|S1|C13232	11	191027
RL|S1|C13259	11	191027
RL|S1|C13295	11	191027
RL|S1|C13307	11	191027
RL|S1|C13337	11	191027
RL|S1|C13439	11	191027
RL|S1|C13451	11	191027
RL|S1|C13470	11	191027
RL|S1|C13520	11	191027
RL|S1|C13540	11	191027
RL|S1|C13583	11	191027
RL|S1|C13631	11	191027
RL|S1|C13640	11	191027
RL|S1|C13670	11	191027
RL|S1|C13690	11	191027
RL|S1|C13715	11	191027
RL|S1|C13770	11	191027
RL|S1|C13923	11	191027
RL|S1|C13938	11	191027
RL|S1|C13940	11	191027
RL|S1|C13950	11	191027
RL|S1|C13966	11	191027
RL|S1|C13975	11	191027
RL|S1|C14004	11	191027
RL|S1|C14013	11	191027
RL|S1|C14015	11	191027
RL|S1|C14053	11	191027
RL|S1|C14060	11	191027
RL|S1|C14123	11	191027
RL|S1|C14141	11	191027
RL|S1|C14164	11	191027
RL|S1|C14173	11	191027
RL|S1|C14196	11	191027
RL|S1|C14235	11	191027
RL|S1|C14278	11	191027
RL|S1|C14294	11	191027
RL|S1|C14327	11	191027
RL|S1|C14345	11	191027
RL|S1|C14457	11	191027
RL|S1|C14493	11	191027
RL|S1|C14570	11	191027
RL|S1|C14612	11	191027
RL|S1|C14671	11	191027
RL|S1|C14685	11	191027
RL|S1|C14697	11	191027
RL|S1|C14705	11	191027
RL|S1|C14735	11	191027
RL|S1|C14788	11	191027
RL|S1|C14820	11	191027
RL|S1|C14847	11	191027
RL|S1|C14862	11	191027
RL|S1|C14875	11	191027
RL|S1|C14886	11	191027
RL|S1|C14896	11	191027
RL|S1|C14898	11	191027
RL|S1|C14962	11	191027
RL|S1|C14990	11	191027
RL|S1|C15030	11	191027
RL|S1|C15038	11	191027
RL|S1|C15045	11	191027
RL|S1|C15048	11	191027
RL|S1|C15052	11	191027
RL|S1|C15084	11	191027
RL|S1|C15085	11	191027
RL|S1|C15096	11	191027
RL|S1|C15105	11	191027
RL|S1|C15115	11	191027
RL|S1|C15130	11	191027
RL|S1|C15132	11	191027
RL|S1|C15169	11	191027
RL|S1|C15221	11	191027
RL|S1|C15226	11	191027
RL|S1|C15257	11	191027
RL|S1|C15288	11	191027
RL|S1|C15290	11	191027
RL|S1|C15310	11	191027
RL|S1|C15364	11	191027
RL|S1|C15372	11	191027
RL|S1|C15411	11	191027
RL|S1|C15426	11	191027
RL|S1|C15428	11	191027
RL|S1|C15444	11	191027
RL|S1|C15465	11	191027
RL|S1|C15486	11	191027
RL|S1|C15493	11	191027
RL|S1|C15523	11	191027
RL|S1|C15549	11	191027
RL|S1|C15563	11	191027
RL|S1|C15645	11	191027
RL|S1|C15675	11	191027
RL|S1|C15701	11	191027
RL|S1|C15790	11	191027
RL|S1|C15791	11	191027
RL|S1|C15813	11	191027
RL|S1|C15821	11	191027
RL|S1|C15843	11	191027
RL|S1|C15858	11	191027
RL|S1|C15859	11	191027
RL|S1|C15890	11	191027
RL|S1|C15927	11	191027
RL|S1|C15935	11	191027
RL|S1|C15970	11	191027
RL|S1|C15994	11	191027
RL|S1|C16006	11	191027
RL|S1|C16008	11	191027
RL|S1|C16021	11	191027
RL|S1|C16105	11	191027
RL|S1|C16162	11	191027
RL|S1|C16165	11	191027
RL|S1|C16220	11	191027
RL|S1|C16226	11	191027
RL|S1|C16239	11	191027
RL|S1|C16240	11	191027
RL|S1|C16257	11	191027
RL|S1|C16358	11	191027
RL|S1|C16383	11	191027
RL|S1|C16404	11	191027
RL|S1|C16433	11	191027
RL|S1|C16469	11	191027
RL|S1|C16494	11	191027
RL|S1|C16501	11	191027
RL|S1|C16528	11	191027
RL|S1|C16635	11	191027
RL|S1|C16647	11	191027
RL|S1|C16677	11	191027
RL|S1|C16718	11	191027
RL|S1|C16746	11	191027
RL|S1|C16762	11	191027
RL|S1|C16792	11	191027
RL|S1|C16806	11	191027
RL|S1|C16851	11	191027
RL|S1|C16856	11	191027
RL|S1|C16862	11	191027
RL|S1|C16934	11	191027
RL|S1|C16958	11	191027
RL|S1|C16994	11	191027
RL|S1|C17022	11	191027
RL|S1|C17051	11	191027
RL|S1|C17097	11	191027
RL|S1|C17160	11	191027
RL|S1|C17161	11	191027
RL|S1|C17162	11	191027
RL|S1|C17166	11	191027
RL|S1|C17188	11	191027
RL|S1|C17189	11	191027
RL|S1|C17193	11	191027
RL|S1|C17270	11	191027
RL|S1|C17278	11	191027
RL|S1|C17316	11	191027
RL|S1|C17331	11	191027
RL|S1|C17356	11	191027
RL|S1|C17359	11	191027
RL|S1|C17384	11	191027
RL|S1|C17404	11	191027
RL|S1|C17417	11	191027
RL|S1|C17421	11	191027
RL|S1|C17480	11	191027
RL|S1|C17488	11	191027
RL|S1|C17568	11	191027
RL|S1|C17615	11	191027
RL|S1|C17680	11	191027
RL|S1|C17685	11	191027
RL|S1|C17690	11	191027
RL|S1|C17697	11	191027
RL|S1|C17723	11	191027
RL|S1|C17760	11	191027
RL|S1|C17768	11	191027
RL|S1|C17807	11	191027
RL|S1|C17815	11	191027
RL|S1|C17847	11	191027
RL|S1|C17915	11	191027
RL|S1|C17920	11	191027
RL|S1|C17928	11	191027
RL|S1|C17937	11	191027
RL|S1|C17958	11	191027
RL|S1|C17968	11	191027
RL|S1|C17971	11	191027
RL|S1|C17977	11	191027
RL|S1|C17981	11	191027
RL|S1|C17999	11	191027
RL|S1|C18053	11	191027
RL|S1|C18106	11	191027
RL|S1|C18139	11	191027
RL|S1|C18170	11	191027
RL|S1|C18176	11	191027
RL|S1|C18201	11	191027
RL|S1|C18205	11	191027
RL|S1|C18219	11	191027
RL|S1|C18230	11	191027
RL|S1|C18384	11	191027
RL|S1|C18421	11	191027
RL|S1|C18436	11	191027
RL|S1|C18461	11	191027
RL|S1|C18474	11	191027
RL|S1|C18478	11	191027
RL|S1|C18535	11	191027
RL|S1|C18570	11	191027
RL|S1|C18607	11	191027
RL|S1|C18629	11	191027
RL|S1|C18638	11	191027
RL|S1|C18639	11	191027
RL|S1|C18640	11	191027
RL|S1|C18648	11	191027
RL|S1|C18660	11	191027
RL|S1|C18661	11	191027
RL|S1|C18665	11	191027
RL|S1|C18729	11	191027
RL|S1|C18734	11	191027
RL|S1|C18742	11	191027
RL|S1|C18757	11	191027
RL|S1|C18771	11	191027
RL|S1|C18773	11	191027
RL|S1|C18784	11	191027
RL|S1|C18786	11	191027
RL|S1|C18809	11	191027
RL|S1|C18812	11	191027
RL|S1|C18835	11	191027
RL|S1|C18849	11	191027
RL|S1|C18885	11	191027
RL|S1|C18908	11	191027
RL|S1|C18933	11	191027
RL|S1|C18938	11	191027
RL|S1|C18964	11	191027
RL|S1|C18982	11	191027
RL|S1|C19009	11	191027
RL|S1|C19012	11	191027
RL|S1|C19039	11	191027
RL|S1|C19051	11	191027
RL|S1|C19084	11	191027
RL|S1|C19086	11	191027
RL|S1|C19087	11	191027
RL|S1|C19101	11	191027
RL|S1|C19112	11	191027
RL|S1|C19139	11	191027
RL|S1|C19146	11	191027
RL|S1|C19168	11	191027
RL|S1|C19184	11	191027
RL|S1|C19251	11	191027
RL|S1|C19267	11	191027
RL|S1|C19319	11	191027
RL|S1|C19364	11	191027
RL|S1|C19382	11	191027
RL|S1|C19439	11	191027
RL|S1|C19441	11	191027
RL|S1|C19467	11	191027
RL|S1|C19477	11	191027
RL|S1|C358	12	462367
RL|S1|C381	12	462367
RL|S1|C458	12	462367
RL|S1|C754	12	462367
RL|S1|C1486	12	462367
RL|S1|C2427	12	462367
RL|S1|C2944	12	462367
RL|S1|C3067	12	462367
RL|S1|C4085	12	462367
RL|S1|C4417	12	462367
RL|S1|C7911	12	462367
RL|S1|C8201	12	462367
RL|S1|C8260	12	462367
RL|S1|C8407	12	462367
RL|S1|C8671	12	462367
RL|S1|C8876	12	462367
RL|S1|C9338	12	462367
RL|S1|C9490	12	462367
RL|S1|C10556	12	462367
RL|S1|C10901	12	462367
RL|S1|C10902	12	462367
RL|S1|C10956	12	462367
RL|S1|C10999	12	462367
RL|S1|C11228	12	462367
RL|S1|C11583	12	462367
RL|S1|C11848	12	462367
RL|S1|C12126	12	462367
RL|S1|C12331	12	462367
RL|S1|C13062	12	462367
RL|S1|C14038	12	462367
RL|S1|C14466	12	462367
RL|S1|C14534	12	462367
RL|S1|C14616	12	462367
RL|S1|C15329	12	462367
RL|S1|C16026	12	462367
RL|S1|C16323	12	462367
RL|S1|C16353	12	462367
RL|S1|C16768	12	462367
RL|S1|C17970	12	462367
RL|S1|C18198	12	462367
RL|S1|C18224	12	462367
RL|S1|C235	13	2088
RL|S1|C310	13	2088
RL|S1|C400	13	2088
RL|S1|C590	13	2088
RL|S1|C1860	13	2088
RL|S1|C2940	13	2088
RL|S1|C3439	13	2088
RL|S1|C3797	13	2088
RL|S1|C3842	13	2088
RL|S1|C4139	13	2088
RL|S1|C4242	13	2088
RL|S1|C4793	13	2088
RL|S1|C5160	13	2088
RL|S1|C5534	13	2088
RL|S1|C6097	13	2088
RL|S1|C6589	13	2088
RL|S1|C7072	13	2088
RL|S1|C7287	13	2088
RL|S1|C8608	13	2088
RL|S1|C8710	13	2088
RL|S1|C9038	13	2088
RL|S1|C9042	13	2088
RL|S1|C9498	13	2088
RL|S1|C9624	13	2088
RL|S1|C9627	13	2088
RL|S1|C9834	13	2088
RL|S1|C10122	13	2088
RL|S1|C11469	13	2088
RL|S1|C11976	13	2088
RL|S1|C12163	13	2088
RL|S1|C12201	13	2088
RL|S1|C12808	13	2088
RL|S1|C13172	13	2088
RL|S1|C13187	13	2088
RL|S1|C13314	13	2088
RL|S1|C13534	13	2088
RL|S1|C13597	13	2088
RL|S1|C13738	13	2088
RL|S1|C13942	13	2088
RL|S1|C14399	13	2088
RL|S1|C14516	13	2088
RL|S1|C14718	13	2088
RL|S1|C14920	13	2088
RL|S1|C15576	13	2088
RL|S1|C16037	13	2088
RL|S1|C16452	13	2088
RL|S1|C16507	13	2088
RL|S1|C16721	13	2088
RL|S1|C17045	13	2088
RL|S1|C17113	13	2088
RL|S1|C17722	13	2088
RL|S1|C18173	13	2088
RL|S1|C18610	13	2088
RL|S1|C19064	13	2088
RL|S1|C19257	13	2088
RL|S1|C1572	14	1736522
RL|S1|C1593	14	1736522
RL|S1|C2303	14	1736522
RL|S1|C3267	14	1736522
RL|S1|C3479	14	1736522
RL|S1|C3785	14	1736522
RL|S1|C3963	14	1736522
RL|S1|C4269	14	1736522
RL|S1|C5476	14	1736522
RL|S1|C5491	14	1736522
RL|S1|C5560	14	1736522
RL|S1|C6226	14	1736522
RL|S1|C6890	14	1736522
RL|S1|C7126	14	1736522
RL|S1|C7543	14	1736522
RL|S1|C7563	14	1736522
RL|S1|C7600	14	1736522
RL|S1|C8198	14	1736522
RL|S1|C8216	14	1736522
RL|S1|C8950	14	1736522
RL|S1|C9381	14	1736522
RL|S1|C9550	14	1736522
RL|S1|C9777	14	1736522
RL|S1|C10882	14	1736522
RL|S1|C11204	14	1736522
RL|S1|C11796	14	1736522
RL|S1|C12085	14	1736522
RL|S1|C12143	14	1736522
RL|S1|C12272	14	1736522
RL|S1|C12574	14	1736522
RL|S1|C13006	14	1736522
RL|S1|C13265	14	1736522
RL|S1|C13863	14	1736522
RL|S1|C14213	14	1736522
RL|S1|C14561	14	1736522
RL|S1|C15152	14	1736522
RL|S1|C16356	14	1736522
